model,dataset,signal,predictive_power_in_confident,confident_correct_mean,confident_wrong_mean,delta,n_confident_correct,n_confident_wrong
llama,gsm8k,attn_entropy_norm_mean,0.5138042005420054,0.3523744913391557,0.3526094532073269,0.0002349618681711796,288,41
llama,gsm8k,attn_entropy_norm_std,0.5917174796747968,0.1299575947868228,0.13161306394901542,0.0016554691621926132,288,41
llama,gsm8k,collapsed_rate_mean,0.5011009485094851,0.011516752010634679,0.011526583836196341,9.83182556166251e-06,288,41
llama,gsm8k,collapsed_rate_mean_zscore,0.5011009485094851,0.1284302883641578,0.13101545578848073,0.0025851674243229372,288,41
llama,gsm8k,compound_density_per_100t,0.5092310298102981,0.2031865519945435,0.19586255911578723,-0.007323992878756264,288,41
llama,gsm8k,concentration_max_mean,0.516260162601626,0.9226886488105264,0.9221451983573973,-0.0005434504531290907,288,41
llama,gsm8k,concentration_min_mean,0.5266768292682927,0.1877699753841004,0.1873262059850138,-0.0004437693990866076,288,41
llama,gsm8k,cs_confident_repetition_risk,0.5017361111111112,0.9965277777777778,1.0,0.00347222222222221,288,41
llama,gsm8k,early10_entropy_mean,0.5436144986449865,0.7735571776151575,0.8357998789221597,0.06224270130700216,288,41
llama,gsm8k,early10_entropy_slope,0.5564871273712737,-0.04184153662492983,-0.027812427833065177,0.014029108791864652,288,41
llama,gsm8k,early10_margin_mean,0.5453929539295392,0.6737392030863298,0.6590652217952216,-0.014673981291108196,288,41
llama,gsm8k,early10_margin_slope,0.5282012195121951,0.011712801744314758,0.0090084256415709,-0.002704376102743858,288,41
llama,gsm8k,early10_surprisal_mean,0.5026253387533876,0.7439375926841694,0.7637530537158205,0.019815461031651105,288,41
llama,gsm8k,early10_surprisal_slope,0.5434451219512195,-0.025235114199599475,-0.006953313915807319,0.018281800283792157,288,41
llama,gsm8k,early25p_entropy_mean,0.6159383468834688,0.3470509769785795,0.39001321775672504,0.04296224077814553,288,41
llama,gsm8k,early25p_entropy_slope,0.5512364498644986,-0.003640959749104586,-0.004180944077181437,-0.0005399843280768511,288,41
llama,gsm8k,early25p_margin_mean,0.5987466124661247,0.8321449384010403,0.818410948054909,-0.01373399034613132,288,41
llama,gsm8k,early25p_margin_slope,0.5573340108401084,0.0015423236726572248,0.0017171905562639003,0.00017486688360667554,288,41
llama,gsm8k,early25p_surprisal_mean,0.5837567750677507,0.33974912353687226,0.37885012396644,0.03910100042956777,288,41
llama,gsm8k,early25p_surprisal_slope,0.5128726287262872,-0.003683299512522776,-0.00396214550104192,-0.00027884598851914393,288,41
llama,gsm8k,early50p_entropy_mean,0.6331300813008129,0.24875888554522962,0.280837583350387,0.032078697805157375,288,41
llama,gsm8k,early50p_entropy_slope,0.5410738482384825,-0.0018687277246008487,-0.001985208991613586,-0.00011648126701273732,288,41
llama,gsm8k,early50p_margin_mean,0.5943428184281843,0.8793123158091665,0.8694632403740138,-0.009849075435152677,288,41
llama,gsm8k,early50p_margin_slope,0.5330284552845528,0.0008772223355634351,0.0009119581551889156,3.473581962548048e-05,288,41
llama,gsm8k,early50p_surprisal_mean,0.6242378048780488,0.2414909204933904,0.2772616765086118,0.03577075601522137,288,41
llama,gsm8k,early50p_surprisal_slope,0.5252371273712738,-0.0018777722066664992,-0.0018632235454786746,1.4548661187824621e-05,288,41
llama,gsm8k,entropy_diff_std,0.6122967479674797,0.4541648418172486,0.4811097240111268,0.026944882193878195,288,41
llama,gsm8k,entropy_early_late_delta,0.6165311653116532,-0.3369148981180517,-0.38330126066499415,-0.04638636254694245,288,41
llama,gsm8k,entropy_max,0.5685975609756098,2.8372138919651175,2.9831404818642437,0.1459265898991262,288,41
llama,gsm8k,entropy_mean,0.606029810298103,0.13240023196259995,0.14544729731310221,0.013047065350502263,288,41
llama,gsm8k,entropy_p90,0.5798187669376694,0.4694370404331636,0.5586246196286576,0.08918757919549403,288,41
llama,gsm8k,entropy_range,0.5685975609756098,2.8372138919651175,2.9831404818642437,0.1459265898991262,288,41
llama,gsm8k,entropy_range_approx,0.5613990514905149,2.704813660002517,2.837693184551142,0.13287952454862495,288,41
llama,gsm8k,entropy_slope,0.622459349593496,-0.0009379090097376129,-0.0010516503710224455,-0.00011374136128483267,288,41
llama,gsm8k,entropy_std,0.6389735772357723,0.4009586535179255,0.43297422073542485,0.032015567217499374,288,41
llama,gsm8k,failure_risk,0.5225694444444444,0.028819444444444446,0.0,-0.028819444444444446,288,41
llama,gsm8k,failure_risk_is_zero,0.5225694444444444,0.9548611111111112,1.0,0.04513888888888884,288,41
llama,gsm8k,focused_head_mean,0.5158367208672087,4.855536908998868,4.857700595402668,0.002163686403799936,288,41
llama,gsm8k,focused_head_mean_zscore,0.5158367208672087,-0.3195314508199567,-0.3153891305550873,0.004142320264869381,288,41
llama,gsm8k,focused_head_rate,0.5158367208672087,0.15173552840621463,0.15180314360633337,6.7615200118748e-05,288,41
llama,gsm8k,hidden_max_abs_last_layer_mean,0.5071985094850948,23.33314846099464,23.35313914504908,0.019990684054441488,288,41
llama,gsm8k,hidden_max_abs_last_layer_mean_zscore,0.5071985094850948,-0.9503217749367407,-0.9417354757754565,0.008586299161284283,288,41
llama,gsm8k,hidden_std_last_layer_mean,0.5174457994579946,2.1997436742633543,2.199672785483349,-7.088878000516274e-05,288,41
llama,gsm8k,hidden_std_last_layer_mean_zscore,0.5174457994579946,0.516964531894295,0.5142184948465061,-0.002746037047788974,288,41
llama,gsm8k,high_entropy_frac,0.5358231707317073,0.0002780490451388889,0.0006669207317073171,0.00038887168656842825,288,41
llama,gsm8k,high_entropy_steps,0.5358231707317073,0.1423611111111111,0.34146341463414637,0.19910230352303526,288,41
llama,gsm8k,l2_norm_cross_layer_max,0.5468326558265583,149.47102080451117,149.3424727277058,-0.12854807680537306,288,41
llama,gsm8k,l2_norm_cross_layer_max_zscore,0.5468326558265583,0.1242357633079446,-0.004412278014109182,-0.1286480413220538,288,41
llama,gsm8k,l2_norm_last_layer_mean,0.517699864498645,140.78661425898449,140.78214507906753,-0.004469179916952726,288,41
llama,gsm8k,l2_norm_last_layer_mean_zscore,0.517699864498645,0.5178049291846407,0.5150991901596235,-0.002705739025017251,288,41
llama,gsm8k,l2_norm_slope,0.5185467479674797,0.003935289566230541,0.004577385841423323,0.0006420962751927817,288,41
llama,gsm8k,late50p_entropy_mean,0.5100779132791327,0.016049382812097685,0.010062156692696615,-0.005987226119401071,288,41
llama,gsm8k,late50p_margin_mean,0.5088922764227642,0.9923309569179976,0.9950967595774991,0.0027658026595015484,288,41
llama,gsm8k,late50p_surprisal_mean,0.5110941734417344,0.015539290779159375,0.00990428046137376,-0.005635010317785615,288,41
llama,gsm8k,margin_diff_std,0.5057588075880759,0.23000457553385414,0.23090633300749006,0.0009017574736359113,288,41
llama,gsm8k,margin_early_late_delta,0.5962906504065041,0.1625189030912959,0.1784477359340044,0.01592883284270849,288,41
llama,gsm8k,margin_min,0.5226541327913279,0.014260623552319076,0.010940889396318576,-0.0033197341560005002,288,41
llama,gsm8k,margin_range,0.5226541327913279,0.985739376447681,0.9890591106036815,0.003319734156000509,288,41
llama,gsm8k,margin_slope,0.5955284552845528,0.0004509346218306788,0.00048738874894142234,3.6454127110743535e-05,288,41
llama,gsm8k,margin_std,0.5542005420054201,0.19377267745037857,0.1988172329668328,0.005044555516454219,288,41
llama,gsm8k,max_compound_severity,0.5017361111111112,0.398611111111111,0.39999999999999997,0.0013888888888889395,288,41
llama,gsm8k,n_compound_signals,0.5017361111111112,0.9965277777777778,1.0,0.00347222222222221,288,41
llama,gsm8k,n_warning_signals,0.5225694444444444,0.04513888888888889,0.0,-0.04513888888888889,288,41
llama,gsm8k,perplexity_max,0.5685975609756098,7.685450105337186,8.759431647340788,1.0739815420036019,288,41
llama,gsm8k,perplexity_mean,0.634569783197832,1.162505708435042,1.1878051133774008,0.025299404942358716,288,41
llama,gsm8k,repetition_detected,0.5069444444444444,0.013888888888888888,0.0,-0.013888888888888888,288,41
llama,gsm8k,risk_score,0.5021595528455285,0.40773744841149506,0.40107098250232337,-0.006666465909171693,288,41
llama,gsm8k,risk_score_is_one,0.5069444444444444,0.013888888888888888,0.0,-0.013888888888888888,288,41
llama,gsm8k,surprisal_diff_std,0.6066226287262872,0.637728788223848,0.6895095048982285,0.051780716674380445,288,41
llama,gsm8k,surprisal_early_late_delta,0.586890243902439,-0.3294595165142599,-0.37207065049841154,-0.04261113398415162,288,41
llama,gsm8k,surprisal_max,0.6138634823848239,4.761840094754536,5.1596416929399265,0.3978015981853904,288,41
llama,gsm8k,surprisal_mean,0.6084010840108403,0.12851004549380818,0.14358050287086863,0.015070457377060448,288,41
llama,gsm8k,surprisal_p90,0.5810467479674797,0.1982763444131558,0.241903736265255,0.043627391852099184,288,41
llama,gsm8k,surprisal_range,0.6138634823848239,4.761840094754536,5.1596416929399265,0.3978015981853904,288,41
llama,gsm8k,surprisal_slope,0.5907012195121951,-0.0009229869383938189,-0.0010264819485454502,-0.00010349501015163127,288,41
llama,gsm8k,surprisal_std,0.6270325203252033,0.5085415247389046,0.5571520122689481,0.04861048753004349,288,41
llama,gsm8k,surprisal_volatility,0.5031229235880399,3.835802632046735,3.826188769469669,-0.00961386257706609,215,35
llama,gsm8k,topk_mass_mean,0.5917598238482384,0.9998203646609424,0.9996616719507929,-0.00015869271014945507,288,41
llama,gsm8k,topk_mass_std,0.5884569783197833,0.0026208433902130453,0.0042666067767177145,0.0016457633865046692,288,41
llama,gsm8k,warning_density_per_100t,0.5225694444444444,0.01374844917309371,0.0,-0.01374844917309371,288,41
llama,humaneval,attention_collapse_detected,0.5023769808173478,0.01818181818181818,0.022935779816513763,0.004753961634695582,110,218
llama,humaneval,attn_entropy_norm_mean,0.6429941618015013,0.3481094266961169,0.3405582122847555,-0.007551214411361362,110,218
llama,humaneval,attn_entropy_norm_std,0.5822351959966638,0.135664248229504,0.13711599522718315,0.0014517469976791653,110,218
llama,humaneval,collapsed_rate_mean,0.6263552960800667,0.01167256107263955,0.01312874405887149,0.0014561829862319402,110,218
llama,humaneval,collapsed_rate_mean_zscore,0.6263552960800667,0.16939852045728537,0.5522853807103065,0.38288686025302116,110,218
llama,humaneval,compound_density_per_100t,0.5090909090909091,0.2014508625843098,0.1953125,-0.006138362584309803,110,218
llama,humaneval,concentration_max_mean,0.5573811509591327,0.9219229274778846,0.9227735376959547,0.0008506102180700914,110,218
llama,humaneval,concentration_min_mean,0.62256046705588,0.19559117560290298,0.20526404001690243,0.009672864413999449,110,218
llama,humaneval,cs_confident_repetition_risk,0.5045454545454545,0.990909090909091,1.0,0.009090909090909038,110,218
llama,humaneval,early10_entropy_mean,0.5057756463719767,0.42812187006613833,0.44691052100993856,0.018788650943800222,110,218
llama,humaneval,early10_entropy_slope,0.5189115929941618,-0.05328700970117828,-0.045446008355518354,0.007841001345659925,110,218
llama,humaneval,early10_margin_mean,0.5000208507089241,0.8055689289624042,0.8038594061457509,-0.0017095228166532639,110,218
llama,humaneval,early10_margin_slope,0.5189115929941618,0.020097753131356783,0.017289191208757028,-0.0028085619225997546,110,218
llama,humaneval,early10_surprisal_mean,0.5062343619683068,0.45238121561016936,0.4833087935421117,0.03092757793194234,110,218
llama,humaneval,early10_surprisal_slope,0.5083194328607172,-0.06198175277402105,-0.056045706424465574,0.005936046349555475,110,218
llama,humaneval,early25p_entropy_mean,0.5640116763969976,0.20737363475446505,0.1866778796575949,-0.02069575509687016,110,218
llama,humaneval,early25p_entropy_slope,0.5631359466221852,-0.0014295953494657932,-0.0020430195528151444,-0.0006134242033493512,110,218
llama,humaneval,early25p_margin_mean,0.5744370308590492,0.9082444090070737,0.9167538876239415,0.008509478616867794,110,218
llama,humaneval,early25p_margin_slope,0.5492493744787323,0.0007637006763609676,0.0009607212095745423,0.00019702053321357465,110,218
llama,humaneval,early25p_surprisal_mean,0.5533361134278566,0.20442917586665885,0.18743853445547112,-0.016990641411187724,110,218
llama,humaneval,early25p_surprisal_slope,0.5708090075062552,-0.0014626124271982434,-0.002245958181236175,-0.0007833457540379317,110,218
llama,humaneval,early50p_entropy_mean,0.5267723102585489,0.14097688470064515,0.1337426722466276,-0.007234212454017563,110,218
llama,humaneval,early50p_entropy_slope,0.5334445371142619,-0.0010972594000622747,-0.0009633657396008726,0.0001338936604614021,110,218
llama,humaneval,early50p_margin_mean,0.5261050875729775,0.9394985925083588,0.9415647307371586,0.002066138228799863,110,218
llama,humaneval,early50p_margin_slope,0.5517514595496247,0.0005192741233149021,0.0004460987726342623,-7.317535068063983e-05,110,218
llama,humaneval,early50p_surprisal_mean,0.5144286905754796,0.13573302447785693,0.13047534811978304,-0.005257676358073893,110,218
llama,humaneval,early50p_surprisal_slope,0.5291909924937448,-0.001121314069658897,-0.0010242211889605738,9.709288069832309e-05,110,218
llama,humaneval,entropy_diff_std,0.523394495412844,0.4093843216367196,0.4106081991956627,0.0012238775589430984,110,218
llama,humaneval,entropy_early_late_delta,0.5714345287739783,-0.18591636643474116,-0.1599518250982796,0.02596454133646156,110,218
llama,humaneval,entropy_max,0.5164720600500418,3.2405198436634852,3.2926236321489664,0.05210378848548114,110,218
llama,humaneval,entropy_mean,0.5042952460383654,0.08248470662340072,0.0815046527523015,-0.000980053871099229,110,218
llama,humaneval,entropy_p90,0.5111759799833193,0.05593477335900608,0.06290867595264574,0.006973902593639655,110,218
llama,humaneval,entropy_range,0.5164720600500418,3.2405198436634852,3.2926236321489664,0.05210378848548114,110,218
llama,humaneval,entropy_range_approx,0.5172226855713095,3.1580351370400845,3.211118979396665,0.05308384235658048,110,218
llama,humaneval,entropy_slope,0.5614261884904086,-0.0004879621329851045,-0.00043266693653146567,5.529519645363886e-05,110,218
llama,humaneval,entropy_std,0.501209341117598,0.3436655361625626,0.33803572682353245,-0.0056298093390301784,110,218
llama,humaneval,failure_risk,0.5050250208507089,0.03,0.03715596330275229,0.00715596330275229,110,218
llama,humaneval,failure_risk_is_zero,0.5048790658882402,0.9363636363636364,0.926605504587156,-0.009758131776480439,110,218
llama,humaneval,focused_head_mean,0.637281067556297,5.18034850797711,5.444932290173452,0.2645837821963424,110,218
llama,humaneval,focused_head_mean_zscore,0.637281067556297,0.30231174528698534,0.8088503826897014,0.5065386374027161,110,218
llama,humaneval,focused_head_rate,0.637281067556297,0.16188589087428468,0.17015413406792038,0.0082682431936357,110,218
llama,humaneval,hidden_max_abs_last_layer_mean,0.6790658882402002,24.302423108526636,25.675363558148025,1.3729404496213888,110,218
llama,humaneval,hidden_max_abs_last_layer_mean_zscore,0.6790658882402002,-0.5340037504763346,0.05569480105757531,0.5896985515339099,110,218
llama,humaneval,hidden_std_last_layer_mean,0.5731025854879066,2.1903853957379567,2.1843146347545446,-0.006070760983412082,110,218
llama,humaneval,hidden_std_last_layer_mean_zscore,0.5731025854879066,0.1544504706772766,-0.0807141712813831,-0.23516464195865971,110,218
llama,humaneval,high_entropy_frac,0.5298790658882402,0.001675915019093373,0.001263259747706422,-0.00041265527138695094,110,218
llama,humaneval,high_entropy_steps,0.5288156797331108,0.8545454545454545,0.6467889908256881,-0.20775646371976642,110,218
llama,humaneval,l2_norm_cross_layer_max,0.5015221017514596,149.0808321866122,149.07167795163775,-0.009154234974459996,110,218
llama,humaneval,l2_norm_cross_layer_max_zscore,0.5015221017514596,-0.26625628205230367,-0.2754176357538358,-0.009161353701532149,110,218
llama,humaneval,l2_norm_last_layer_mean,0.5734361968306922,140.18629010983364,139.7981542486253,-0.3881358612083261,110,218
llama,humaneval,l2_norm_last_layer_mean_zscore,0.5734361968306922,0.15435559212357028,-0.08063032614297493,-0.2349859182665452,110,218
llama,humaneval,l2_norm_slope,0.5300250208507089,0.0023753364366764225,0.0018529218038467997,-0.0005224146328296228,110,218
llama,humaneval,late50p_entropy_mean,0.5891576313594662,0.02399239743066955,0.02926663325797544,0.005274235827305889,110,218
llama,humaneval,late50p_margin_mean,0.5851125938281901,0.9893514461662454,0.9871587528781874,-0.002192693288057934,110,218
llama,humaneval,late50p_surprisal_mean,0.5834445371142619,0.024463503306438993,0.027435348134504805,0.0029718448280658116,110,218
llama,humaneval,margin_diff_std,0.523185988323603,0.17492926789598706,0.17671089182381253,0.0017816239278254653,110,218
llama,humaneval,margin_early_late_delta,0.583861551292744,0.08243076752669908,0.0713546103412027,-0.011076157185496371,110,218
llama,humaneval,margin_min,0.5433694745621351,0.0258332277902148,0.025317035530001746,-0.0005161922602130546,110,218
llama,humaneval,margin_range,0.5433694745621351,0.9741667722097852,0.9746829644699982,0.0005161922602130442,110,218
llama,humaneval,margin_slope,0.5726855713094244,0.00021401157328179588,0.00019144479942012244,-2.2566773861673432e-05,110,218
llama,humaneval,margin_std,0.5050458715596331,0.14394016573579488,0.14332232617634613,-0.0006178395594487462,110,218
llama,humaneval,max_compound_severity,0.5045454545454545,0.3963636363636363,0.4,0.0036363636363637153,110,218
llama,humaneval,n_compound_signals,0.5045454545454545,0.990909090909091,1.0,0.009090909090909038,110,218
llama,humaneval,n_warning_signals,0.5050250208507089,0.06363636363636363,0.0779816513761468,0.014345287739783164,110,218
llama,humaneval,perplexity_max,0.5164720600500418,11.489969140005858,11.540103364818394,0.05013422481253649,110,218
llama,humaneval,perplexity_mean,0.5032944120100084,1.1230813434652278,1.11638565339749,-0.006695690067737736,110,218
llama,humaneval,repetition_detected,0.5022935779816513,0.0,0.0045871559633027525,0.0045871559633027525,110,218
llama,humaneval,risk_score,0.5117389491242702,0.40185119750438814,0.4098099042994856,0.00795870679509747,110,218
llama,humaneval,risk_score_is_one,0.5022935779816513,0.0,0.0045871559633027525,0.0045871559633027525,110,218
llama,humaneval,surprisal_diff_std,0.5003753127606339,0.5557981138852244,0.5552512122173793,-0.0005469016678451011,110,218
llama,humaneval,surprisal_early_late_delta,0.5579649708090075,-0.18247565480413955,-0.1625871821022698,0.019888472701869747,110,218
llama,humaneval,surprisal_max,0.5307130942452043,4.922863079064802,5.019127649627026,0.09626457056222382,110,218
llama,humaneval,surprisal_mean,0.5118849040867389,0.08009974491139625,0.07895534812714392,-0.0011443967842523356,110,218
llama,humaneval,surprisal_p90,0.5113844870725605,0.014367515687995323,0.016425690727508453,0.0020581750395131295,110,218
llama,humaneval,surprisal_range,0.5307130942452043,4.922863079064802,5.019127649627026,0.09626457056222382,110,218
llama,humaneval,surprisal_slope,0.5459132610508757,-0.00047251574186142896,-0.00043559671826704584,3.6919023594383124e-05,110,218
llama,humaneval,surprisal_std,0.5097581317764803,0.43336304297917877,0.4306738117830258,-0.002689231196152997,110,218
llama,humaneval,surprisal_volatility,0.5095457537853851,4.9430417575938685,4.956930700202967,0.013888942609098898,31,49
llama,humaneval,topk_mass_mean,0.5178899082568807,0.9993057081754201,0.9994349330033543,0.00012922482793420453,110,218
llama,humaneval,topk_mass_std,0.5152001668056714,0.008478448185265618,0.007753973232833536,-0.0007244749524320821,110,218
llama,humaneval,warning_density_per_100t,0.5050250208507089,0.012428977272727272,0.01523079128440367,0.0028018140116763974,110,218
mistral7b,gsm8k,attn_entropy_norm_mean,0.5884615384615384,0.4015831773741557,0.3999229799644109,-0.0016601974097448235,91,20
mistral7b,gsm8k,attn_entropy_norm_std,0.6021978021978023,0.10816088621775186,0.1073294867494748,-0.0008313994682770526,91,20
mistral7b,gsm8k,collapsed_rate_mean,0.5247252747252746,0.0015840522810147875,0.0015744863869121312,-9.565894102656286e-06,91,20
mistral7b,gsm8k,collapsed_rate_mean_zscore,0.5247252747252746,-0.24486880861592986,-0.2659603656801851,-0.02109155706425525,91,20
mistral7b,gsm8k,compound_density_per_100t,0.6508241758241758,0.4709858432973324,0.41040888704283224,-0.06057695625450016,91,20
mistral7b,gsm8k,concentration_max_mean,0.5428571428571428,0.8526301871116764,0.8531971809518627,0.000566993840186325,91,20
mistral7b,gsm8k,concentration_min_mean,0.6824175824175824,0.1681376502659665,0.16153354531288136,-0.006604104953085138,91,20
mistral7b,gsm8k,cs_confident_repetition_risk,0.5054945054945055,0.989010989010989,1.0,0.01098901098901095,91,20
mistral7b,gsm8k,early10_entropy_mean,0.6565934065934066,0.44657434524465095,0.544572647720345,0.09799830247569402,91,20
mistral7b,gsm8k,early10_entropy_slope,0.6434065934065933,0.03507054089656247,0.06699726669576085,0.031926725799198384,91,20
mistral7b,gsm8k,early10_margin_mean,0.6648351648351648,0.841568174483357,0.8010437314957379,-0.040524442987619036,91,20
mistral7b,gsm8k,early10_margin_slope,0.6054945054945056,-0.020856557820703125,-0.02962314877997745,-0.008766590959274324,91,20
mistral7b,gsm8k,early10_surprisal_mean,0.6615384615384615,0.37596324926911956,0.5380448669418058,0.1620816176726862,91,20
mistral7b,gsm8k,early10_surprisal_slope,0.6467032967032966,0.04982645772830531,0.0967239455798979,0.04689748785159259,91,20
mistral7b,gsm8k,early25p_entropy_mean,0.5978021978021978,0.3098413415213768,0.2835225288320873,-0.02631881268928954,91,20
mistral7b,gsm8k,early25p_entropy_slope,0.5467032967032966,-0.005909377454562341,-0.006729916299544207,-0.0008205388449818657,91,20
mistral7b,gsm8k,early25p_margin_mean,0.5879120879120878,0.8649225787176046,0.876908885107266,0.01198630638966136,91,20
mistral7b,gsm8k,early25p_margin_slope,0.5730769230769232,0.0015401568698164823,0.0021860188030273435,0.0006458619332108612,91,20
mistral7b,gsm8k,early25p_surprisal_mean,0.5956043956043956,0.29173085102426866,0.2607945583912814,-0.03093629263298725,91,20
mistral7b,gsm8k,early25p_surprisal_slope,0.6076923076923076,-0.004205082350031436,-0.0077730640214941065,-0.0035679816714626706,91,20
