model,dataset,signal,mean_delta,median_delta,frac_positive,n_prompts
llama,gsm8k,attention_collapse_detected,0.0057692307692307696,0.0,0.007692307692307693,130
llama,gsm8k,attn_entropy_norm_mean,-0.00032759648690761816,-0.00013611055558374052,0.49230769230769234,130
llama,gsm8k,attn_entropy_norm_std,9.82756037971736e-05,0.0001783338855651656,0.5461538461538461,130
llama,gsm8k,collapsed_rate_mean,-0.00013573756459204044,-0.00020544319549066405,0.45384615384615384,130
llama,gsm8k,collapsed_rate_mean_zscore,-0.03569065867162933,-0.05401896658971071,0.45384615384615384,130
llama,gsm8k,compound_density_per_100t,-0.029458821425634555,-0.027673554865808928,0.3923076923076923,130
llama,gsm8k,concentration_max_mean,-0.0005963369526652295,-0.0007136402399446906,0.4230769230769231,130
llama,gsm8k,concentration_min_mean,0.0008257245882511182,0.0006703562556731185,0.5384615384615384,130
llama,gsm8k,cs_attention_bottleneck,0.0,0.0,0.0,130
llama,gsm8k,cs_confident_confusion,0.0,0.0,0.0,130
llama,gsm8k,cs_confident_repetition_risk,-0.02849206349206349,0.0,0.4307692307692308,130
llama,gsm8k,cs_context_loss,0.0,0.0,0.0,130
llama,gsm8k,cs_degenerating_generation,0.0,0.0,0.0,130
llama,gsm8k,early10_entropy_mean,0.07667911127431033,0.06772368711698462,0.5846153846153846,130
llama,gsm8k,early10_entropy_slope,-0.005490271895070503,0.0008193364179220688,0.5,130
llama,gsm8k,early10_margin_mean,-0.014965641287957127,-0.01615912912206513,0.43846153846153846,130
llama,gsm8k,early10_margin_slope,0.0024700237328941486,0.001492627010200965,0.5384615384615384,130
llama,gsm8k,early10_surprisal_mean,0.12324335173580503,0.01672588485817933,0.5076923076923077,130
llama,gsm8k,early10_surprisal_slope,-0.01988951217258557,-0.01660883769133025,0.4307692307692308,130
llama,gsm8k,early25p_entropy_mean,0.07278657098541713,0.0419266415313469,0.5846153846153846,130
llama,gsm8k,early25p_entropy_slope,0.0003228264427328403,0.00042056899452169163,0.5384615384615384,130
llama,gsm8k,early25p_margin_mean,-0.02136070173626176,-0.016099035941154582,0.4307692307692308,130
llama,gsm8k,early25p_margin_slope,-0.00017036943771469426,-0.00020377773691128203,0.4461538461538462,130
llama,gsm8k,early25p_surprisal_mean,0.07952930331045167,0.04737529076312902,0.5923076923076923,130
llama,gsm8k,early25p_surprisal_slope,-0.0012293930916266243,-0.00020407860612692242,0.45384615384615384,130
llama,gsm8k,early50p_entropy_mean,0.06020725784549702,0.04447256471425354,0.6307692307692307,130
llama,gsm8k,early50p_entropy_slope,-0.00026316557138122645,0.0003449011245513239,0.5461538461538461,130
llama,gsm8k,early50p_margin_mean,-0.018831974391079823,-0.010976504496290895,0.3769230769230769,130
llama,gsm8k,early50p_margin_slope,5.890825751209655e-05,-0.00016362819793401713,0.4,130
llama,gsm8k,early50p_surprisal_mean,0.06255451303399559,0.0560024747904493,0.6307692307692307,130
llama,gsm8k,early50p_surprisal_slope,-0.0006459763414553157,0.0003112529236599566,0.5384615384615384,130
llama,gsm8k,entropy_diff_std,0.07242006600027696,0.07028316988054922,0.6615384615384615,130
llama,gsm8k,entropy_early_late_delta,0.013741056964251657,0.009265748679950503,0.5230769230769231,130
llama,gsm8k,entropy_max,0.2757866153501312,0.19559840915334448,0.6692307692307692,130
llama,gsm8k,entropy_mean,0.06540341579840328,0.054511577378810516,0.6538461538461539,130
llama,gsm8k,entropy_min,0.0,0.0,0.0,130
llama,gsm8k,entropy_p90,0.16200884215271835,0.1653286901639346,0.676923076923077,130
llama,gsm8k,entropy_range,0.2757866153501312,0.19559840915334448,0.6692307692307692,130
llama,gsm8k,entropy_range_approx,0.210383199551728,0.18711690367092282,0.6461538461538462,130
llama,gsm8k,entropy_slope,6.855926313592407e-05,0.00018539112393201268,0.5923076923076923,130
llama,gsm8k,entropy_std,0.06753751640095737,0.06328411738486023,0.676923076923077,130
llama,gsm8k,failure_risk,-0.012959096459096459,-0.07499999999999997,0.4076923076923077,130
llama,gsm8k,failure_risk_is_one,0.0,0.0,0.0,130
llama,gsm8k,failure_risk_is_zero,0.00044566544566544664,0.07500000000000001,0.5076923076923077,130
llama,gsm8k,focused_head_mean,-0.023413595801267013,-0.02258458731413615,0.46153846153846156,130
llama,gsm8k,focused_head_mean_zscore,-0.04482470851169098,-0.04323759373851377,0.46153846153846156,130
llama,gsm8k,focused_head_rate,-0.0007316748687895942,-0.0007057683535667547,0.46153846153846156,130
llama,gsm8k,hidden_max_abs_last_layer_mean,0.5615332258952976,0.5376790563680789,0.5769230769230769,130
llama,gsm8k,hidden_max_abs_last_layer_mean_zscore,0.24118695755517788,0.23094123333449085,0.5769230769230769,130
llama,gsm8k,hidden_std_last_layer_mean,-0.0030846912892210266,-0.0017097717416421077,0.45384615384615384,130
llama,gsm8k,hidden_std_last_layer_mean_zscore,-0.11949248612567723,-0.0662318711859951,0.45384615384615384,130
llama,gsm8k,high_entropy_frac,0.0010025882545118324,0.000398406374501992,0.5153846153846153,130
llama,gsm8k,high_entropy_steps,0.3860897435897436,0.023809523809523808,0.5,130
llama,gsm8k,inf_detected,0.0,0.0,0.0,130
llama,gsm8k,l2_norm_cross_layer_max,-0.1813021887847937,-0.07214965820313068,0.4461538461538462,130
llama,gsm8k,l2_norm_cross_layer_max_zscore,-0.1814431771692452,-0.07220576488234909,0.4461538461538462,130
llama,gsm8k,l2_norm_last_layer_mean,-0.19602980889654284,-0.111073517511727,0.45384615384615384,130
llama,gsm8k,l2_norm_last_layer_mean_zscore,-0.11868072305343082,-0.06724633077277797,0.45384615384615384,130
llama,gsm8k,l2_norm_slope,0.0003457979568247435,0.000816743552608856,0.5307692307692308,130
llama,gsm8k,late50p_entropy_mean,0.07058599497855328,0.058833372528483335,0.5923076923076923,130
llama,gsm8k,late50p_margin_mean,-0.027594383981114218,-0.019304058395600288,0.4076923076923077,130
llama,gsm8k,late50p_surprisal_mean,0.07253712694050803,0.04784449917534628,0.5923076923076923,130
llama,gsm8k,margin_diff_std,0.017130124167022198,0.017250109139117814,0.6153846153846154,130
llama,gsm8k,margin_early_late_delta,-0.010159095503095513,-0.014155199125200982,0.45384615384615384,130
llama,gsm8k,margin_max,0.0,0.0,0.0,130
llama,gsm8k,margin_mean,-0.023214661647362113,-0.02314146221185881,0.38461538461538464,130
llama,gsm8k,margin_min,-0.002362206543435289,-0.0023053359417688282,0.3230769230769231,130
llama,gsm8k,margin_p90,0.0,0.0,0.0,130
llama,gsm8k,margin_range,0.0023622065434352915,0.002305335941768849,0.6692307692307692,130
llama,gsm8k,margin_slope,-5.088758905867003e-05,-6.894988606328751e-05,0.4230769230769231,130
llama,gsm8k,margin_std,0.014922901117818462,0.01873904111177238,0.6461538461538462,130
llama,gsm8k,max_compound_severity,-0.01139682539682539,5.551115123125783e-17,0.5153846153846153,130
llama,gsm8k,mid_layer_anomaly,0.0,0.0,0.0,130
llama,gsm8k,n_compound_signals,-0.02849206349206349,0.0,0.4307692307692308,130
llama,gsm8k,n_warning_signals,-0.010100732600732595,-0.07500000000000001,0.38461538461538464,130
llama,gsm8k,nan_detected,0.0,0.0,0.0,130
llama,gsm8k,perplexity_max,1.9360353025065393,1.4265456708799586,0.6307692307692307,130
llama,gsm8k,perplexity_mean,0.1142511256149131,0.0716756425605688,0.6692307692307692,130
llama,gsm8k,repetition_detected,-0.0020604395604395605,0.0,0.0,130
llama,gsm8k,risk_score,2.6001602541146962e-05,0.014535180179922086,0.5846153846153846,130
llama,gsm8k,risk_score_is_one,-0.0020604395604395605,0.0,0.0,130
llama,gsm8k,risk_score_is_zero,0.0016025641025641025,0.0,0.015384615384615385,130
llama,gsm8k,surprisal_diff_std,0.10509304019869627,0.09285699581064438,0.6461538461538462,130
llama,gsm8k,surprisal_early_late_delta,0.012241427715487972,0.02444684071371314,0.5384615384615384,130
llama,gsm8k,surprisal_max,0.41520309150702417,0.45540622058626123,0.6538461538461539,130
llama,gsm8k,surprisal_mean,0.06756068595658442,0.04871247688618288,0.6307692307692307,130
llama,gsm8k,surprisal_min,0.0,0.0,0.0,130
llama,gsm8k,surprisal_p90,0.259927323672889,0.244068291326499,0.6384615384615384,130
llama,gsm8k,surprisal_range,0.41520309150702417,0.45540622058626123,0.6538461538461539,130
llama,gsm8k,surprisal_slope,2.55096482661618e-05,0.00018049911547037868,0.6,130
llama,gsm8k,surprisal_std,0.09187959182214259,0.08221864919425792,0.6230769230769231,130
llama,gsm8k,surprisal_volatility,-0.17034888367353188,-0.21402545084730384,0.34108527131782945,129
llama,gsm8k,topk_mass_mean,-0.0005527711603376446,-0.00021421196695686762,0.4153846153846154,130
llama,gsm8k,topk_mass_std,0.0033979677378335707,0.0023397704304051765,0.6076923076923076,130
llama,gsm8k,warning_density_per_100t,-0.023291031563091407,-0.04591158343708656,0.3769230769230769,130
llama,humaneval,attention_collapse_detected,0.002374703162104737,0.0,0.07086614173228346,127
llama,humaneval,attn_entropy_norm_mean,-0.004171267441598118,-0.0036232119996167933,0.33070866141732286,127
llama,humaneval,attn_entropy_norm_std,0.000754361209947782,0.0009886351445325958,0.6377952755905512,127
llama,humaneval,collapsed_rate_mean,0.0010345340673442672,0.0008608988444010358,0.7086614173228346,127
llama,humaneval,collapsed_rate_mean_zscore,0.2720190419853884,0.22636362232271412,0.7086614173228346,127
llama,humaneval,compound_density_per_100t,0.0005314288464599136,0.0,0.14960629921259844,127
llama,humaneval,concentration_max_mean,0.00035616466474474266,0.0003613425152642069,0.5669291338582677,127
llama,humaneval,concentration_min_mean,0.003870475663202057,0.0026959817623719573,0.6062992125984252,127
llama,humaneval,cs_attention_bottleneck,0.0,0.0,0.0,127
llama,humaneval,cs_confident_confusion,0.0,0.0,0.0,127
llama,humaneval,cs_confident_repetition_risk,0.02160667416572928,0.0,0.15748031496062992,127
llama,humaneval,cs_context_loss,0.0,0.0,0.0,127
llama,humaneval,cs_degenerating_generation,0.0,0.0,0.0,127
llama,humaneval,early10_entropy_mean,-0.005316077578681963,0.013138248289617904,0.5590551181102362,127
llama,humaneval,early10_entropy_slope,0.007738718276231447,0.00306603914427573,0.5354330708661418,127
llama,humaneval,early10_margin_mean,0.0046581246398660296,-0.0014889277517795563,0.48031496062992124,127
llama,humaneval,early10_margin_slope,-0.0018358133463733518,-0.0013205463085511696,0.4566929133858268,127
llama,humaneval,early10_surprisal_mean,0.014030849740789357,0.039330434458856256,0.5905511811023622,127
llama,humaneval,early10_surprisal_slope,0.002467602244970014,0.0027200813453659434,0.5039370078740157,127
llama,humaneval,early25p_entropy_mean,-0.02338151670466638,0.0023261976202163526,0.5039370078740157,127
llama,humaneval,early25p_entropy_slope,-0.00020266834905812705,0.00024221692203563487,0.5669291338582677,127
llama,humaneval,early25p_margin_mean,0.009466335311758172,0.0009808051843374077,0.5039370078740157,127
llama,humaneval,early25p_margin_slope,3.520573211919364e-05,-0.00011498939328097226,0.44881889763779526,127
llama,humaneval,early25p_surprisal_mean,-0.015799528421401154,0.012340984367305963,0.5511811023622047,127
llama,humaneval,early25p_surprisal_slope,-0.0002515757844360355,2.5347511779586808e-05,0.5039370078740157,127
llama,humaneval,early50p_entropy_mean,-0.03325110040686809,-0.009748681134091108,0.4330708661417323,127
llama,humaneval,early50p_entropy_slope,-8.125037972112218e-05,5.8800685507103684e-05,0.5118110236220472,127
llama,humaneval,early50p_margin_mean,0.011537639162007627,0.0037838892894797027,0.5511811023622047,127
llama,humaneval,early50p_margin_slope,3.903045269870118e-06,-3.1350588281680507e-05,0.4566929133858268,127
llama,humaneval,early50p_surprisal_mean,-0.03240212819676037,-0.012887325563279484,0.44881889763779526,127
llama,humaneval,early50p_surprisal_slope,-0.00014976276548478743,-0.0001171561182699107,0.4566929133858268,127
llama,humaneval,entropy_diff_std,-0.030981924223894935,-0.011388985742925906,0.4566929133858268,127
llama,humaneval,entropy_early_late_delta,-0.010579332340054686,-0.011870806208816975,0.48031496062992124,127
llama,humaneval,entropy_max,-0.03446874488159112,-0.030894422884091277,0.44881889763779526,127
llama,humaneval,entropy_mean,-0.03268358066451444,-0.007966430285994364,0.44881889763779526,127
llama,humaneval,entropy_min,0.0,0.0,0.0,127
llama,humaneval,entropy_p90,-0.11236125160175216,-0.05291347567398641,0.4409448818897638,127
llama,humaneval,entropy_range,-0.03446874488159112,-0.030894422884091277,0.44881889763779526,127
llama,humaneval,entropy_range_approx,-0.0017851642170766272,-0.03895523032360071,0.47244094488188976,127
llama,humaneval,entropy_slope,-6.243363521052754e-06,1.9334984265311048e-05,0.5354330708661418,127
llama,humaneval,entropy_std,-0.034331891718194237,-0.014091220053876197,0.4251968503937008,127
llama,humaneval,failure_risk,-0.015372140982377205,0.0,0.4251968503937008,127
llama,humaneval,failure_risk_is_one,0.0,0.0,0.0,127
llama,humaneval,failure_risk_is_zero,0.02896512935883015,0.0,0.4409448818897638,127
llama,humaneval,focused_head_mean,0.17483362190529214,0.1467996073510358,0.7559055118110236,127
llama,humaneval,focused_head_mean_zscore,0.3347143346313266,0.2810439568955403,0.7559055118110236,127
llama,humaneval,focused_head_rate,0.005463550684540379,0.004587487729719869,0.7559055118110236,127
llama,humaneval,hidden_max_abs_last_layer_mean,0.490173853898326,0.4204864501953125,0.6692913385826772,127
llama,humaneval,hidden_max_abs_last_layer_mean_zscore,0.21053703510836813,0.18060524816512646,0.6692913385826772,127
llama,humaneval,hidden_std_last_layer_mean,-0.007667320950606532,-0.005554298415691328,0.33070866141732286,127
llama,humaneval,hidden_std_last_layer_mean_zscore,-0.297010999289604,-0.2151582975885018,0.33070866141732286,127
llama,humaneval,high_entropy_frac,-0.000980742349263115,0.0,0.48031496062992124,127
llama,humaneval,high_entropy_steps,-0.49429133858267715,0.0,0.48031496062992124,127
llama,humaneval,inf_detected,0.0,0.0,0.0,127
llama,humaneval,l2_norm_cross_layer_max,-0.08554423732349967,-0.03717931111654593,0.4330708661417323,127
llama,humaneval,l2_norm_cross_layer_max_zscore,-0.08561076020389143,-0.03720822334889551,0.4330708661417323,127
llama,humaneval,l2_norm_last_layer_mean,-0.4901796942141025,-0.3529028488057122,0.33070866141732286,127
llama,humaneval,l2_norm_last_layer_mean_zscore,-0.29676548104039513,-0.21365508388563592,0.33070866141732286,127
llama,humaneval,l2_norm_slope,-0.001216934653611841,-0.0015648154360682317,0.4251968503937008,127
llama,humaneval,late50p_entropy_mean,-0.0321198719663929,-0.010795964246190531,0.4330708661417323,127
llama,humaneval,late50p_margin_mean,0.010768224210908924,0.004646535116037187,0.5590551181102362,127
llama,humaneval,late50p_surprisal_mean,-0.03014871351967877,-0.0033282192454697213,0.49606299212598426,127
llama,humaneval,margin_diff_std,-0.009072433115876353,-0.011851793837583946,0.4566929133858268,127
llama,humaneval,margin_early_late_delta,0.0030010557193133626,0.000500529259443272,0.5196850393700787,127
llama,humaneval,margin_max,0.0,0.0,0.0,127
llama,humaneval,margin_mean,0.011152149122660627,0.002697976211493369,0.5433070866141733,127
llama,humaneval,margin_min,-7.609727671035827e-05,0.002029513319333395,0.6062992125984252,127
llama,humaneval,margin_p90,0.0,0.0,0.0,127
llama,humaneval,margin_range,7.609727671036136e-05,-0.0020295133193334314,0.3937007874015748,127
llama,humaneval,margin_slope,-1.239744871884185e-06,-1.5092538690728659e-05,0.47244094488188976,127
llama,humaneval,margin_std,-0.0095829917021141,-0.009984545203220951,0.4409448818897638,127
llama,humaneval,max_compound_severity,0.008642669666291704,0.0,0.2755905511811024,127
llama,humaneval,mid_layer_anomaly,0.0,0.0,0.0,127
llama,humaneval,n_compound_signals,0.02160667416572928,0.0,0.15748031496062992,127
llama,humaneval,n_warning_signals,-0.03216160479940008,0.0,0.41732283464566927,127
llama,humaneval,nan_detected,0.0,0.0,0.0,127
llama,humaneval,perplexity_max,-0.5647193601047681,-0.6548499155803249,0.44881889763779526,127
llama,humaneval,perplexity_mean,-0.06880188079039674,-0.016960397290970874,0.4330708661417323,127
llama,humaneval,repetition_detected,0.0,0.0,0.0,127
llama,humaneval,risk_score,-0.0009161265088388736,0.006033656019677647,0.5511811023622047,127
llama,humaneval,risk_score_is_one,0.0008748906386701661,0.0,0.007874015748031496,127
llama,humaneval,risk_score_is_zero,-0.003215223097112861,0.0,0.007874015748031496,127
llama,humaneval,surprisal_diff_std,-0.04812742889545586,-0.02289473938316644,0.4251968503937008,127
llama,humaneval,surprisal_early_late_delta,-0.020082185340545344,-0.015594476888201203,0.4330708661417323,127
llama,humaneval,surprisal_max,-0.09755819674544469,-0.19371467959547228,0.4409448818897638,127
llama,humaneval,surprisal_mean,-0.03127316203873655,-0.004103113876721826,0.47244094488188976,127
llama,humaneval,surprisal_min,0.0,0.0,0.0,127
llama,humaneval,surprisal_p90,-0.13532134466424997,-0.02537865523850283,0.4645669291338583,127
llama,humaneval,surprisal_range,-0.09755819674544469,-0.19371467959547228,0.4409448818897638,127
llama,humaneval,surprisal_slope,-1.6786357438151456e-05,2.3140819430724825e-05,0.5590551181102362,127
llama,humaneval,surprisal_std,-0.04376597808589115,-0.018603408208718974,0.4409448818897638,127
llama,humaneval,surprisal_volatility,0.12487406747159267,0.15272759001661385,0.532258064516129,124
llama,humaneval,topk_mass_mean,0.0005294624223333584,0.00012038316800366822,0.5433070866141733,127
llama,humaneval,topk_mass_std,-0.0015947695296384162,-0.0006443506622354697,0.4645669291338583,127
llama,humaneval,warning_density_per_100t,-0.007645504170420899,0.0,0.41732283464566927,127
mistral7b,gsm8k,attention_collapse_detected,0.0,0.0,0.0,47
mistral7b,gsm8k,attn_entropy_norm_mean,-0.0005560497473727931,0.0009244101064408983,0.5319148936170213,47
mistral7b,gsm8k,attn_entropy_norm_std,0.0003859625991974969,0.0005291714989515972,0.5957446808510638,47
mistral7b,gsm8k,collapsed_rate_mean,2.5785083517125895e-05,2.1461757756485993e-05,0.5319148936170213,47
mistral7b,gsm8k,collapsed_rate_mean_zscore,0.05685276823804933,0.04732039509975805,0.5319148936170213,47
mistral7b,gsm8k,compound_density_per_100t,-0.033618295125948446,-0.010634277497834244,0.44680851063829785,47
mistral7b,gsm8k,concentration_max_mean,0.00012931756868328245,-3.525691367556316e-05,0.48936170212765956,47
mistral7b,gsm8k,concentration_min_mean,0.00039699171500795613,-9.037862356833792e-05,0.48936170212765956,47
mistral7b,gsm8k,cs_attention_bottleneck,0.0,0.0,0.0,47
mistral7b,gsm8k,cs_confident_confusion,0.0,0.0,0.0,47
mistral7b,gsm8k,cs_confident_repetition_risk,-0.05053191489361702,0.0,0.0851063829787234,47
mistral7b,gsm8k,cs_context_loss,0.0,0.0,0.0,47
mistral7b,gsm8k,cs_degenerating_generation,0.0,0.0,0.0,47
mistral7b,gsm8k,early10_entropy_mean,0.037422447473822215,0.03767527407188764,0.574468085106383,47
mistral7b,gsm8k,early10_entropy_slope,0.01610263488749577,0.02237909651884952,0.5957446808510638,47
mistral7b,gsm8k,early10_margin_mean,-0.006005391657405278,0.002689315378665902,0.5106382978723404,47
mistral7b,gsm8k,early10_margin_slope,-0.003977123708759435,-0.0071651715582067305,0.40425531914893614,47
mistral7b,gsm8k,early10_surprisal_mean,0.026259536895385793,0.003451715114527465,0.5106382978723404,47
mistral7b,gsm8k,early10_surprisal_slope,0.017683652821241617,0.023825659142072235,0.6170212765957447,47
mistral7b,gsm8k,early25p_entropy_mean,5.549837612322374e-06,0.0036045797186015083,0.574468085106383,47
mistral7b,gsm8k,early25p_entropy_slope,-0.0003675452119243832,-0.0006256808481115311,0.48936170212765956,47
mistral7b,gsm8k,early25p_margin_mean,0.003243545917888373,0.0017914851206853877,0.5106382978723404,47
mistral7b,gsm8k,early25p_margin_slope,-8.576747206876325e-05,-0.00016350541475541468,0.46808510638297873,47
mistral7b,gsm8k,early25p_surprisal_mean,0.010530643140634012,0.009836958064885493,0.5319148936170213,47
mistral7b,gsm8k,early25p_surprisal_slope,0.0005635415832248667,-0.00028037342363479174,0.48936170212765956,47
mistral7b,gsm8k,early50p_entropy_mean,0.020709364318328836,0.024153453874819597,0.6170212765957447,47
mistral7b,gsm8k,early50p_entropy_slope,0.0006405307313929183,0.00038090342609844834,0.6170212765957447,47
mistral7b,gsm8k,early50p_margin_mean,-0.0076346216105028005,-0.00784748786878664,0.40425531914893614,47
mistral7b,gsm8k,early50p_margin_slope,-0.0003502791324141243,-0.00018917272101291922,0.44680851063829785,47
mistral7b,gsm8k,early50p_surprisal_mean,0.018367945475023545,0.018876619349192048,0.5531914893617021,47
mistral7b,gsm8k,early50p_surprisal_slope,0.0002625746537018239,5.23283357021162e-05,0.5106382978723404,47
mistral7b,gsm8k,entropy_diff_std,0.03709980174851121,0.037355343965528975,0.5957446808510638,47
mistral7b,gsm8k,entropy_early_late_delta,0.03518936458546783,0.013599256189330472,0.574468085106383,47
mistral7b,gsm8k,entropy_max,0.09905236443351274,0.10649124178951164,0.6170212765957447,47
mistral7b,gsm8k,entropy_mean,0.025375328979716404,0.02430965265474455,0.7021276595744681,47
mistral7b,gsm8k,entropy_min,0.0,0.0,0.0,47
mistral7b,gsm8k,entropy_p90,0.07882610585402904,0.056872383870206766,0.7021276595744681,47
mistral7b,gsm8k,entropy_range,0.09905236443351274,0.10649124178951164,0.6170212765957447,47
mistral7b,gsm8k,entropy_range_approx,0.07367703545379636,0.03695530286548454,0.5531914893617021,47
mistral7b,gsm8k,entropy_slope,0.00015503496623916525,0.00012021707549094134,0.5319148936170213,47
mistral7b,gsm8k,entropy_std,0.02640992308872161,0.025263474469610192,0.6170212765957447,47
mistral7b,gsm8k,failure_risk,0.0021276595744680847,0.0,0.02127659574468085,47
mistral7b,gsm8k,failure_risk_is_one,0.0,0.0,0.0,47
mistral7b,gsm8k,failure_risk_is_zero,0.0,0.0,0.0,47
mistral7b,gsm8k,focused_head_mean,0.0003307693453737181,-0.004082233845169925,0.425531914893617,47
mistral7b,gsm8k,focused_head_mean_zscore,0.002342330572993023,-0.028908184133100034,0.425531914893617,47
mistral7b,gsm8k,focused_head_rate,1.033654204292869e-05,-0.00012756980766156015,0.425531914893617,47
mistral7b,gsm8k,hidden_max_abs_last_layer_mean,0.8202626889064856,0.48776996024396624,0.5106382978723404,47
mistral7b,gsm8k,hidden_max_abs_last_layer_mean_zscore,0.06040249382372463,0.03591839834908461,0.5106382978723404,47
mistral7b,gsm8k,hidden_std_last_layer_mean,0.011730017811289257,0.01084693789886959,0.6382978723404256,47
mistral7b,gsm8k,hidden_std_last_layer_mean_zscore,0.1494259826828937,0.13817663201491823,0.6382978723404256,47
mistral7b,gsm8k,high_entropy_frac,3.3566159562365336e-06,0.0,0.02127659574468085,47
mistral7b,gsm8k,high_entropy_steps,-0.014184397163120569,0.0,0.02127659574468085,47
mistral7b,gsm8k,inf_detected,0.0,0.0,0.0,47
mistral7b,gsm8k,l2_norm_cross_layer_max,-0.2485754892335707,0.0,0.46808510638297873,47
mistral7b,gsm8k,l2_norm_cross_layer_max_zscore,-0.01084124193762318,0.0,0.46808510638297873,47
mistral7b,gsm8k,l2_norm_last_layer_mean,0.7499878230055861,0.6914939433088421,0.6382978723404256,47
mistral7b,gsm8k,l2_norm_last_layer_mean_zscore,0.14923697870565514,0.1375975232225833,0.6382978723404256,47
