model,dataset,signal,mean_delta,median_delta,frac_positive,n_prompts
mixtral,humaneval,early25p_surprisal_slope,0.022320161558276156,0.013107067878452694,0.75,44
mixtral,humaneval,early50p_entropy_mean,-0.05706090134887472,-0.05571496779913768,0.25,44
mixtral,humaneval,early50p_entropy_slope,0.0009221321887298051,0.0013326036695061917,0.5909090909090909,44
mixtral,humaneval,early50p_margin_mean,0.023048187199682532,0.02879294437393798,0.7954545454545454,44
mixtral,humaneval,early50p_margin_slope,-0.0003181699054757884,-0.00027968218353869646,0.4318181818181818,44
mixtral,humaneval,early50p_surprisal_mean,-0.08200834040252768,-0.07274807700905372,0.1590909090909091,44
mixtral,humaneval,early50p_surprisal_slope,0.0053780057361294984,0.0026705124425888877,0.7045454545454546,44
mixtral,humaneval,entropy_diff_std,-0.031191956701099956,-0.017564547090394123,0.4318181818181818,44
mixtral,humaneval,entropy_early_late_delta,0.09849612663584294,0.10221493943579667,0.7272727272727273,44
mixtral,humaneval,entropy_max,-0.3558939576573126,-0.3568557986058116,0.3409090909090909,44
mixtral,humaneval,entropy_mean,-0.027622378455484743,-0.02531405172486892,0.4090909090909091,44
mixtral,humaneval,entropy_min,0.0,0.0,0.0,44
mixtral,humaneval,entropy_p90,-0.11050691742964473,-0.10842569306196559,0.4090909090909091,44
mixtral,humaneval,entropy_range,-0.3558939576573126,-0.3568557986058116,0.3409090909090909,44
mixtral,humaneval,entropy_range_approx,-0.32827157920182787,-0.3597976842904196,0.36363636363636365,44
mixtral,humaneval,entropy_slope,0.0006158693384828534,0.0007229688359587089,0.6363636363636364,44
mixtral,humaneval,entropy_std,-0.04909249898476185,-0.023846776278707432,0.3409090909090909,44
mixtral,humaneval,failure_risk,0.0018623737373737383,0.0,0.06818181818181818,44
mixtral,humaneval,failure_risk_is_one,0.0,0.0,0.0,44
mixtral,humaneval,failure_risk_is_zero,0.0,0.0,0.0,44
mixtral,humaneval,focused_head_mean,0.0016385586657497503,0.04807493974188026,0.5681818181818182,44
mixtral,humaneval,focused_head_mean_zscore,0.003383244310309293,0.09926362097981639,0.5681818181818182,44
mixtral,humaneval,focused_head_rate,5.1204958304679696e-05,0.0015023418669337582,0.5681818181818182,44
mixtral,humaneval,hidden_max_abs_last_layer_mean,-1.6326220093884047,-1.9552940331808202,0.3409090909090909,44
mixtral,humaneval,hidden_max_abs_last_layer_mean_zscore,-0.11414074637786481,-0.13669956612862838,0.3409090909090909,44
mixtral,humaneval,hidden_std_last_layer_mean,-0.017169138708280466,-0.015076934668540432,0.3409090909090909,44
mixtral,humaneval,hidden_std_last_layer_mean_zscore,-0.09472178046887789,-0.08317913438070829,0.3409090909090909,44
mixtral,humaneval,high_entropy_frac,-0.0010452611613364917,0.0,0.18181818181818182,44
mixtral,humaneval,high_entropy_steps,-0.18952922077922077,0.0,0.18181818181818182,44
mixtral,humaneval,inf_detected,0.0,0.0,0.0,44
mixtral,humaneval,l2_norm_cross_layer_max,-10.42732800515355,-4.135067409939211,0.4090909090909091,44
mixtral,humaneval,l2_norm_cross_layer_max_zscore,-0.3165014794222639,-0.12551201536095585,0.4090909090909091,44
mixtral,humaneval,l2_norm_last_layer_mean,-1.1008289838279408,-0.9565343355226901,0.3409090909090909,44
mixtral,humaneval,l2_norm_last_layer_mean_zscore,-0.09490424744199742,-0.08246437239465138,0.3409090909090909,44
mixtral,humaneval,l2_norm_slope,0.01811072016038686,0.05259811598515619,0.7045454545454546,44
mixtral,humaneval,late50p_entropy_mean,0.0019698405917605985,0.015766875992086787,0.5681818181818182,44
mixtral,humaneval,late50p_margin_mean,0.0002445785891277545,-0.004348742579499132,0.4772727272727273,44
mixtral,humaneval,late50p_surprisal_mean,0.0013647472919659724,0.012389842965649898,0.5454545454545454,44
mixtral,humaneval,margin_diff_std,-0.015032281353889294,-0.015683403525681663,0.4090909090909091,44
mixtral,humaneval,margin_early_late_delta,-0.0342733487659558,-0.03208283399749388,0.25,44
mixtral,humaneval,margin_max,0.0,0.0,0.0,44
mixtral,humaneval,margin_mean,0.011664081248990476,0.01094513517908885,0.6363636363636364,44
mixtral,humaneval,margin_min,0.010893039795748814,0.004627506145172649,0.5454545454545454,44
mixtral,humaneval,margin_p90,0.0,0.0,0.0,44
mixtral,humaneval,margin_range,-0.010893039795748816,-0.004627506145172655,0.45454545454545453,44
mixtral,humaneval,margin_slope,-0.0003105267599095508,-0.00027471134352813364,0.3181818181818182,44
mixtral,humaneval,margin_std,-0.01710225766866852,-0.018397313594356604,0.29545454545454547,44
mixtral,humaneval,max_compound_severity,0.007160894660894653,0.0,0.1590909090909091,44
mixtral,humaneval,mid_layer_anomaly,0.0,0.0,0.0,44
mixtral,humaneval,n_compound_signals,0.01790223665223664,0.0,0.1590909090909091,44
mixtral,humaneval,n_warning_signals,-0.16797438672438672,-0.23611111111111116,0.25,44
mixtral,humaneval,nan_detected,0.0,0.0,0.0,44
mixtral,humaneval,perplexity_max,-4.141587957201559,-2.047647433185098,0.36363636363636365,44
mixtral,humaneval,perplexity_mean,-0.06167158097138037,-0.03460321961036272,0.3181818181818182,44
mixtral,humaneval,repetition_detected,0.005366161616161616,0.0,0.045454545454545456,44
mixtral,humaneval,risk_score,0.005470970534185687,0.0,0.1590909090909091,44
mixtral,humaneval,risk_score_is_one,0.01790223665223664,0.0,0.1590909090909091,44
mixtral,humaneval,risk_score_is_zero,0.0,0.0,0.0,44
mixtral,humaneval,surprisal_diff_std,-0.06134680448443606,-0.04442100625891282,0.4090909090909091,44
mixtral,humaneval,surprisal_early_late_delta,0.1474595745578897,0.14096687102565628,0.7727272727272727,44
mixtral,humaneval,surprisal_max,-0.3054120496073123,-0.2648887250866907,0.4090909090909091,44
mixtral,humaneval,surprisal_mean,-0.040252488458910565,-0.023526553145440915,0.3409090909090909,44
mixtral,humaneval,surprisal_min,0.0,0.0,0.0,44
mixtral,humaneval,surprisal_p90,-0.1739900255719797,-0.08587609658506234,0.38636363636363635,44
mixtral,humaneval,surprisal_range,-0.3054120496073123,-0.2648887250866907,0.4090909090909091,44
mixtral,humaneval,surprisal_slope,0.0020330227126240568,0.0011578928077122905,0.7954545454545454,44
mixtral,humaneval,surprisal_std,-0.08463641255193412,-0.08007773499097254,0.3181818181818182,44
mixtral,humaneval,surprisal_volatility,0.16806316821116732,0.10241623347584006,0.6190476190476191,42
mixtral,humaneval,topk_mass_mean,0.000696918585535308,0.0002931727471229828,0.5454545454545454,44
mixtral,humaneval,topk_mass_std,-0.006126607711607956,-0.004816923320189036,0.36363636363636365,44
mixtral,humaneval,warning_density_per_100t,-0.04252587294916243,-0.04372096212232254,0.4772727272727273,44
qwen,gsm8k,attention_collapse_detected,0.0,0.0,0.0,81
qwen,gsm8k,attn_entropy_norm_mean,-0.0003272341263762798,0.0009443147897905679,0.5679012345679012,81
qwen,gsm8k,attn_entropy_norm_std,-0.0016219649695026937,-0.001492295219695003,0.35802469135802467,81
qwen,gsm8k,collapsed_rate_mean,-0.00017278075492826572,-0.0001957970211367288,0.4074074074074074,81
qwen,gsm8k,collapsed_rate_mean_zscore,-0.0863546425103003,-0.09785801533199401,0.4074074074074074,81
qwen,gsm8k,compound_density_per_100t,-0.038309002808310344,-0.034157041568004365,0.3333333333333333,81
qwen,gsm8k,concentration_max_mean,-0.0006061363690058279,-0.0009967209277387257,0.35802469135802467,81
qwen,gsm8k,concentration_min_mean,-0.002893686119970281,-0.003193752617748624,0.3333333333333333,81
qwen,gsm8k,cs_attention_bottleneck,0.0,0.0,0.0,81
qwen,gsm8k,cs_confident_confusion,0.0,0.0,0.0,81
qwen,gsm8k,cs_confident_repetition_risk,-0.0008622378992749374,0.0,0.2222222222222222,81
qwen,gsm8k,cs_context_loss,0.0,0.0,0.0,81
qwen,gsm8k,cs_degenerating_generation,0.0,0.0,0.0,81
qwen,gsm8k,early10_entropy_mean,-0.015713232296556624,-0.010724249886190529,0.4691358024691358,81
qwen,gsm8k,early10_entropy_slope,-0.007689739162937926,-0.008697827647511293,0.4444444444444444,81
qwen,gsm8k,early10_margin_mean,0.00795910395945395,0.004381111450493358,0.5432098765432098,81
qwen,gsm8k,early10_margin_slope,0.00249599295299373,0.004994280029226236,0.6296296296296297,81
qwen,gsm8k,early10_surprisal_mean,-0.018682735657235428,0.015223141282904806,0.5185185185185185,81
qwen,gsm8k,early10_surprisal_slope,-0.00985278954484922,-0.0019801217481622366,0.4691358024691358,81
qwen,gsm8k,early25p_entropy_mean,-0.0001578537761494732,-0.002932176211034254,0.48148148148148145,81
qwen,gsm8k,early25p_entropy_slope,0.0002246464494545658,0.00014402469769122898,0.5555555555555556,81
qwen,gsm8k,early25p_margin_mean,0.0018515270087423473,0.0056204687809505716,0.5308641975308642,81
qwen,gsm8k,early25p_margin_slope,-5.809620237042917e-05,-0.00013046221086524088,0.43209876543209874,81
qwen,gsm8k,early25p_surprisal_mean,0.00544795511042524,0.008866688690284119,0.5185185185185185,81
qwen,gsm8k,early25p_surprisal_slope,-2.774782468060035e-05,-5.1541488903945974e-05,0.49382716049382713,81
qwen,gsm8k,early50p_entropy_mean,0.010458259539073022,0.0076967746313628405,0.5308641975308642,81
qwen,gsm8k,early50p_entropy_slope,0.0004184525928402187,0.0002465684869102174,0.5555555555555556,81
qwen,gsm8k,early50p_margin_mean,-0.0031089393571587707,0.0038911886704825482,0.5185185185185185,81
qwen,gsm8k,early50p_margin_slope,-0.0001941463812578195,-0.00011575906024972643,0.4444444444444444,81
qwen,gsm8k,early50p_surprisal_mean,0.020246064006538698,0.014497384868076668,0.5679012345679012,81
qwen,gsm8k,early50p_surprisal_slope,0.0005138902981914022,0.000291058671544921,0.5802469135802469,81
qwen,gsm8k,entropy_diff_std,0.020219925805916753,0.005735177580859063,0.5308641975308642,81
qwen,gsm8k,entropy_early_late_delta,0.0040579228253940286,0.013343697382770983,0.5061728395061729,81
qwen,gsm8k,entropy_max,0.1813795280418526,0.12523621851443956,0.6172839506172839,81
qwen,gsm8k,entropy_mean,0.013603280709169689,0.008369499348301834,0.5432098765432098,81
qwen,gsm8k,entropy_min,0.0,0.0,0.0,81
qwen,gsm8k,entropy_p90,0.0440262347004527,0.013887644919211573,0.5185185185185185,81
qwen,gsm8k,entropy_range,0.1813795280418526,0.12523621851443956,0.6172839506172839,81
qwen,gsm8k,entropy_range_approx,0.1677762473326829,0.08898764304851081,0.6296296296296297,81
qwen,gsm8k,entropy_slope,5.629854721893424e-05,5.400424655939152e-05,0.5185185185185185,81
qwen,gsm8k,entropy_std,0.022425741256212266,0.017784872185931833,0.5555555555555556,81
qwen,gsm8k,failure_risk,-0.013883989809915733,-0.023809523809523808,0.4567901234567901,81
qwen,gsm8k,failure_risk_is_one,0.0,0.0,0.0,81
qwen,gsm8k,failure_risk_is_zero,0.02178130511463845,0.0,0.49382716049382713,81
qwen,gsm8k,focused_head_mean,-0.028925572235163628,-0.027484037116402238,0.32098765432098764,81
qwen,gsm8k,focused_head_mean_zscore,-0.07906269831042921,-0.07512252885511372,0.32098765432098764,81
qwen,gsm8k,focused_head_rate,-0.0010330561512558439,-0.0009815727541572297,0.32098765432098764,81
qwen,gsm8k,hidden_max_abs_last_layer_mean,1.3983523689365762,0.11709920339932012,0.5185185185185185,81
qwen,gsm8k,hidden_max_abs_last_layer_mean_zscore,0.0861568429498337,0.007214846487154203,0.5185185185185185,81
qwen,gsm8k,hidden_std_last_layer_mean,0.04688723781847724,0.03074128243065477,0.5802469135802469,81
qwen,gsm8k,hidden_std_last_layer_mean_zscore,0.1884958174977077,0.12358593579617247,0.5802469135802469,81
qwen,gsm8k,high_entropy_frac,4.103679432562453e-05,0.0,0.024691358024691357,81
qwen,gsm8k,high_entropy_steps,0.018518518518518517,0.0,0.024691358024691357,81
qwen,gsm8k,inf_detected,0.0,0.0,0.0,81
qwen,gsm8k,l2_norm_cross_layer_max,2.7490532332533757,1.1337323869977922,0.5185185185185185,81
qwen,gsm8k,l2_norm_cross_layer_max_zscore,0.06647815089005575,0.027416141593804455,0.5308641975308642,81
qwen,gsm8k,l2_norm_last_layer_mean,2.8070351108704354,1.8436085234041002,0.5802469135802469,81
qwen,gsm8k,l2_norm_last_layer_mean_zscore,0.18855840250967687,0.12384165651512333,0.5802469135802469,81
qwen,gsm8k,l2_norm_slope,0.027095385775632832,0.02454876536819882,0.6296296296296297,81
qwen,gsm8k,late50p_entropy_mean,0.016713117420299715,0.03344688497556553,0.5802469135802469,81
qwen,gsm8k,late50p_margin_mean,-0.004683824579630916,-0.004433541603952484,0.4691358024691358,81
qwen,gsm8k,late50p_surprisal_mean,0.017731035530714593,0.028893577523143088,0.5925925925925926,81
qwen,gsm8k,margin_diff_std,0.004384161289752659,0.0008230859683636682,0.5185185185185185,81
qwen,gsm8k,margin_early_late_delta,0.00032855913336325086,0.007585862809227711,0.5432098765432098,81
qwen,gsm8k,margin_max,0.0,0.0,0.0,81
qwen,gsm8k,margin_mean,-0.003905121485611744,0.001977081709706452,0.5308641975308642,81
qwen,gsm8k,margin_min,-0.002221323716556958,0.0,0.2839506172839506,81
qwen,gsm8k,margin_p90,0.0,0.0,0.0,81
qwen,gsm8k,margin_range,0.002221323716556962,0.0,0.2962962962962963,81
qwen,gsm8k,margin_slope,-1.322165290091755e-05,9.598561834357343e-06,0.5185185185185185,81
qwen,gsm8k,margin_std,0.004155716866120497,-0.0024550492204586383,0.4567901234567901,81
qwen,gsm8k,max_compound_severity,-0.0003448951597099823,0.0,0.2839506172839506,81
qwen,gsm8k,mid_layer_anomaly,0.0,0.0,0.0,81
qwen,gsm8k,n_compound_signals,-0.0008622378992749374,0.0,0.2222222222222222,81
qwen,gsm8k,n_warning_signals,-0.026925338036449146,-0.047619047619047616,0.4567901234567901,81
qwen,gsm8k,nan_detected,0.0,0.0,0.0,81
qwen,gsm8k,perplexity_max,1.1563810936538454,0.7763564954251851,0.6296296296296297,81
qwen,gsm8k,perplexity_mean,0.02485488711011929,0.0258476493593216,0.5802469135802469,81
qwen,gsm8k,repetition_detected,0.0,0.0,0.0,81
qwen,gsm8k,risk_score,0.009296824267299606,0.007239573882271588,0.5555555555555556,81
qwen,gsm8k,risk_score_is_one,0.0,0.0,0.0,81
qwen,gsm8k,risk_score_is_zero,0.004115226337448559,0.0,0.012345679012345678,81
qwen,gsm8k,surprisal_diff_std,0.040130772394666274,0.03614205565862505,0.5925925925925926,81
qwen,gsm8k,surprisal_early_late_delta,-0.007112086615109973,0.006273847462288849,0.5185185185185185,81
qwen,gsm8k,surprisal_max,0.25321512447246863,0.2969667237018996,0.6296296296296297,81
qwen,gsm8k,surprisal_mean,0.018990673129560674,0.020708002854654572,0.5679012345679012,81
qwen,gsm8k,surprisal_min,0.0,0.0,0.0,81
qwen,gsm8k,surprisal_p90,0.0711134920541201,0.05548701491894725,0.5432098765432098,81
qwen,gsm8k,surprisal_range,0.25321512447246863,0.2969667237018996,0.6296296296296297,81
qwen,gsm8k,surprisal_slope,-1.337125744386149e-05,-2.8186720762428627e-05,0.48148148148148145,81
qwen,gsm8k,surprisal_std,0.03485462322658246,0.03553857321605558,0.6419753086419753,81
qwen,gsm8k,surprisal_volatility,-0.03102258473411764,0.03837352961385099,0.5443037974683544,79
qwen,gsm8k,topk_mass_mean,-6.345466153747894e-05,-0.0001207555455794429,0.345679012345679,81
qwen,gsm8k,topk_mass_std,0.0008327040330277106,0.0007985877355795564,0.6296296296296297,81
qwen,gsm8k,warning_density_per_100t,-0.027821132597873218,0.010727195400933587,0.5061728395061729,81
qwen,humaneval,attention_collapse_detected,0.0,0.0,0.0,48
qwen,humaneval,attn_entropy_norm_mean,0.003970296020615709,0.0019597468490232806,0.6041666666666666,48
qwen,humaneval,attn_entropy_norm_std,-0.003775573087684425,-0.0019229731929446686,0.2708333333333333,48
qwen,humaneval,collapsed_rate_mean,-0.0014961942293522576,-0.0007244582429547404,0.20833333333333334,48
qwen,humaneval,collapsed_rate_mean_zscore,-0.7477876679919048,-0.3620792871866457,0.20833333333333334,48
qwen,humaneval,compound_density_per_100t,-0.9680226869102097,-0.4947881609441711,0.2708333333333333,48
qwen,humaneval,concentration_max_mean,-0.007298225457839594,-0.005392312379307207,0.22916666666666666,48
qwen,humaneval,concentration_min_mean,-0.01591798367243002,-0.011979073768864201,0.14583333333333334,48
qwen,humaneval,cs_attention_bottleneck,0.0,0.0,0.0,48
qwen,humaneval,cs_confident_confusion,0.0,0.0,0.0,48
qwen,humaneval,cs_confident_repetition_risk,-0.07117228835978837,-0.11111111111111116,0.0625,48
qwen,humaneval,cs_context_loss,0.0,0.0,0.0,48
qwen,humaneval,cs_degenerating_generation,0.0,0.0,0.0,48
qwen,humaneval,early10_entropy_mean,0.05884673947344338,0.07589791965560784,0.6666666666666666,48
qwen,humaneval,early10_entropy_slope,-0.004519354169514549,0.0004563496594815926,0.5,48
qwen,humaneval,early10_margin_mean,-0.018617350063397573,-0.021162332097689307,0.3958333333333333,48
qwen,humaneval,early10_margin_slope,0.002932913972251356,0.00018159215297763268,0.5,48
qwen,humaneval,early10_surprisal_mean,-0.0242292393274785,0.08283228905596524,0.6041666666666666,48
qwen,humaneval,early10_surprisal_slope,0.006752270954101175,-0.011310761758378352,0.4583333333333333,48
qwen,humaneval,early25p_entropy_mean,-0.061585079728613275,-0.027749183585766307,0.375,48
qwen,humaneval,early25p_entropy_slope,-0.007100503638358047,-0.0006866233909907529,0.4791666666666667,48
qwen,humaneval,early25p_margin_mean,0.02421835777664739,0.011643064571809414,0.5833333333333334,48
qwen,humaneval,early25p_margin_slope,0.006545719579115711,0.00012085734774613575,0.5208333333333334,48
qwen,humaneval,early25p_surprisal_mean,-0.1033529214886988,-0.049316181480426796,0.4375,48
qwen,humaneval,early25p_surprisal_slope,0.00573157997729899,0.005993433264910451,0.625,48
qwen,humaneval,early50p_entropy_mean,-0.01074044997406195,0.02558032035535432,0.625,48
qwen,humaneval,early50p_entropy_slope,0.008698526172437838,0.00480348458348849,0.625,48
qwen,humaneval,early50p_margin_mean,0.0024216707997114575,-0.013215559772938312,0.375,48
qwen,humaneval,early50p_margin_slope,-0.0035426735019226715,-0.001911257460859378,0.375,48
qwen,humaneval,early50p_surprisal_mean,-0.017618930347459334,0.040751330515353096,0.5833333333333334,48
qwen,humaneval,early50p_surprisal_slope,0.012418276762345188,0.0035072632388703723,0.625,48
qwen,humaneval,entropy_diff_std,0.0308124823281631,0.034096684883717754,0.6458333333333334,48
qwen,humaneval,entropy_early_late_delta,0.12062913977706995,0.06862310193899837,0.6458333333333334,48
qwen,humaneval,entropy_max,0.5184481549059551,0.535201074030889,0.7916666666666666,48
qwen,humaneval,entropy_mean,0.02950367425861404,0.04365881705428598,0.7083333333333334,48
qwen,humaneval,entropy_min,0.0,0.0,0.0,48
qwen,humaneval,entropy_p90,0.09869919341447704,0.11757442969658494,0.7083333333333334,48
qwen,humaneval,entropy_range,0.5184481549059551,0.535201074030889,0.7916666666666666,48
qwen,humaneval,entropy_range_approx,0.4889444806473411,0.4309031450168701,0.7708333333333334,48
qwen,humaneval,entropy_slope,0.000380796437824102,0.0009274830888625067,0.5833333333333334,48
qwen,humaneval,entropy_std,0.046542945754697085,0.07349280262461044,0.75,48
qwen,humaneval,failure_risk,-0.07422701719576719,-0.018154761904761882,0.4166666666666667,48
qwen,humaneval,failure_risk_is_one,0.0,0.0,0.0,48
qwen,humaneval,failure_risk_is_zero,0.12796792328042328,0.0,0.4791666666666667,48
qwen,humaneval,focused_head_mean,-0.25867869128080095,-0.17521080148944523,0.3125,48
qwen,humaneval,focused_head_mean_zscore,-0.7070503277099625,-0.47890629876799556,0.3125,48
qwen,humaneval,focused_head_rate,-0.009238524688600033,-0.006257528624623043,0.3125,48
qwen,humaneval,hidden_max_abs_last_layer_mean,-8.492056025069461,-7.460512580634656,0.22916666666666666,48
qwen,humaneval,hidden_max_abs_last_layer_mean_zscore,-0.5232220100785505,-0.45966540695591374,0.22916666666666666,48
qwen,humaneval,hidden_std_last_layer_mean,-0.042607066846471565,-0.042705933898586235,0.4166666666666667,48
qwen,humaneval,hidden_std_last_layer_mean_zscore,-0.17128869752357656,-0.1716861623067258,0.4166666666666667,48
qwen,humaneval,high_entropy_frac,-0.002118980330897805,0.0,0.20833333333333334,48
qwen,humaneval,high_entropy_steps,-1.0671296296296295,0.0,0.20833333333333334,48
qwen,humaneval,inf_detected,0.0,0.0,0.0,48
qwen,humaneval,l2_norm_cross_layer_max,-4.15243663434629,0.0,0.4791666666666667,48
qwen,humaneval,l2_norm_cross_layer_max_zscore,-0.10041504682424057,2.220446049250313e-16,0.5,48
qwen,humaneval,l2_norm_last_layer_mean,-2.511431179344099,-2.4868029099583,0.4166666666666667,48
qwen,humaneval,l2_norm_last_layer_mean_zscore,-0.16870164870979265,-0.16704728139746755,0.4166666666666667,48
qwen,humaneval,l2_norm_slope,0.6577595012781251,0.24446103192407603,0.7083333333333334,48
qwen,humaneval,late50p_entropy_mean,0.06954649667131728,0.08220491054228901,0.7291666666666666,48
qwen,humaneval,late50p_margin_mean,-0.021606074688420324,-0.021046152301394838,0.2916666666666667,48
qwen,humaneval,late50p_surprisal_mean,0.09454979583015842,0.07232856401427523,0.75,48
qwen,humaneval,margin_diff_std,-0.007761500086669991,-0.010591158988603577,0.4375,48
qwen,humaneval,margin_early_late_delta,-0.03861202283016967,-0.023818733083882035,0.3333333333333333,48
qwen,humaneval,margin_max,0.0,0.0,0.0,48
qwen,humaneval,margin_mean,-0.009627549329159081,-0.01233235079337991,0.3125,48
qwen,humaneval,margin_min,-0.041222203746203966,-0.0053986432030797005,0.2916666666666667,48
qwen,humaneval,margin_p90,0.0,0.0,0.0,48
qwen,humaneval,margin_range,0.041222203746203966,0.0053986432030797005,0.5833333333333334,48
qwen,humaneval,margin_slope,2.105523519566898e-05,-0.00022710874579969523,0.4166666666666667,48
qwen,humaneval,margin_std,0.00915305032577596,0.010442273189591442,0.625,48
qwen,humaneval,max_compound_severity,-0.02846891534391535,-0.04444444444444445,0.10416666666666667,48
qwen,humaneval,mid_layer_anomaly,0.0,0.0,0.0,48
qwen,humaneval,n_compound_signals,-0.07117228835978837,-0.11111111111111116,0.0625,48
qwen,humaneval,n_warning_signals,-0.13838458994708996,-0.023809523809523808,0.4375,48
qwen,humaneval,nan_detected,0.0,0.0,0.0,48
qwen,humaneval,perplexity_max,2.2729371453964493,3.1836024267042755,0.7916666666666666,48
qwen,humaneval,perplexity_mean,0.0021706182012386824,0.09672623547945614,0.75,48
qwen,humaneval,repetition_detected,0.0,0.0,0.0,48
qwen,humaneval,risk_score,0.006279173831511951,0.002700809626391437,0.5208333333333334,48
qwen,humaneval,risk_score_is_one,0.0,0.0,0.0,48
qwen,humaneval,risk_score_is_zero,0.004629629629629629,0.0,0.041666666666666664,48
qwen,humaneval,surprisal_diff_std,0.08073442264510568,0.1110041391292515,0.6041666666666666,48
qwen,humaneval,surprisal_early_late_delta,0.22091729918522077,0.07370423187352537,0.6458333333333334,48
qwen,humaneval,surprisal_max,0.955359646865176,0.8766013812366595,0.6458333333333334,48
qwen,humaneval,surprisal_mean,0.03878830667868866,0.06963172695308799,0.6875,48
qwen,humaneval,surprisal_min,0.0,0.0,0.0,48
qwen,humaneval,surprisal_p90,0.1652219548435717,0.2595328727066105,0.7083333333333334,48
qwen,humaneval,surprisal_range,0.955359646865176,0.8766013812366595,0.6458333333333334,48
qwen,humaneval,surprisal_slope,0.0027557234932565258,0.00040188796701877405,0.5625,48
qwen,humaneval,surprisal_std,0.08420501625257937,0.12041995712350434,0.6875,48
qwen,humaneval,surprisal_volatility,-0.08044724797457505,-0.14033697209504958,0.4791666666666667,48
qwen,humaneval,topk_mass_mean,0.0010036022294944713,-0.0003919463042921789,0.25,48
qwen,humaneval,topk_mass_std,-9.784713411509524e-05,0.002626195812017935,0.7291666666666666,48
qwen,humaneval,warning_density_per_100t,-0.5882318434170339,-0.1003222392915252,0.4375,48
