model,signal,best_outcome,best_pp,mean_other_pp,specificity_gap,pp_correct,pp_incorrect,pp_format_failure,dir_correct,dir_incorrect,dir_format_failure
mixtral,late50p_surprisal_mean,correct,0.5180764802106519,0.508765684196248,0.009310796014403877,0.5180764802106519,0.5135861865118915,0.5039451818806044,higher,lower,higher
mixtral,margin_diff_std,incorrect,0.6571819243321413,0.606256977685284,0.050924946646857316,0.5993215678245036,0.6571819243321413,0.6131923875460644,higher,lower,higher
mixtral,margin_early_late_delta,incorrect,0.7099681409570178,0.6319912409318138,0.07797690002520397,0.5808706367131107,0.7099681409570178,0.6831118451505169,higher,lower,higher
mixtral,margin_mean,incorrect,0.6333708301577066,0.5899129730849182,0.043457857072788375,0.5829898791085161,0.6333708301577066,0.5968360670613202,lower,higher,lower
mixtral,margin_min,incorrect,0.5741005037032695,0.5477614720629029,0.02633903164036655,0.5347073153548256,0.5741005037032695,0.5608156287709803,lower,higher,lower
mixtral,margin_range,incorrect,0.5741005037032694,0.5477614720629029,0.02633903164036644,0.5347073153548256,0.5741005037032694,0.5608156287709803,higher,lower,higher
mixtral,margin_slope,incorrect,0.6462321187782143,0.5962039924225735,0.0500281263556408,0.5786267995570321,0.6462321187782143,0.6137811852881148,higher,lower,higher
mixtral,margin_std,incorrect,0.639334290906959,0.593141507620339,0.04619278328662002,0.5825858800684267,0.639334290906959,0.6036971351722513,higher,lower,higher
mixtral,max_compound_severity,incorrect,0.5196943825604345,0.5118652132482613,0.007829169312173256,0.504917339814931,0.5196943825604345,0.5188130866815914,higher,lower,higher
mixtral,n_compound_signals,incorrect,0.5196943825604345,0.5118652132482613,0.007829169312173256,0.504917339814931,0.5196943825604345,0.5188130866815914,higher,lower,higher
mixtral,n_warning_signals,format_failure,0.5973505455944115,0.5537372178940378,0.04361332770037363,0.5442012927969283,0.5632731429911473,0.5973505455944115,higher,higher,lower
mixtral,perplexity_max,format_failure,0.5525184562190449,0.5286394697089789,0.023878986510066036,0.5222708598904909,0.5350080795274668,0.5525184562190449,higher,higher,lower
mixtral,perplexity_mean,incorrect,0.5712067137636552,0.55164718098843,0.019559532775225152,0.5632385091444687,0.5712067137636552,0.5400558528323913,higher,lower,higher
mixtral,repetition_detected,incorrect,0.5016891891891891,0.5011278000625348,0.0005613891266543769,0.5009940357852882,0.5016891891891891,0.5012615643397813,lower,higher,lower
mixtral,risk_score,incorrect,0.5195381966836685,0.511758391239155,0.00777980544451351,0.5048122119993219,0.5195381966836685,0.5187045704789882,higher,lower,higher
mixtral,risk_score_is_one,incorrect,0.5196943825604345,0.5118652132482613,0.007829169312173256,0.504917339814931,0.5196943825604345,0.5188130866815914,higher,lower,higher
mixtral,surprisal_diff_std,incorrect,0.5790782987434289,0.5548090515451289,0.024269247198299926,0.5569902842083709,0.5790782987434289,0.5526278188818871,higher,lower,higher
mixtral,surprisal_early_late_delta,incorrect,0.6993017162577662,0.6291762842604868,0.07012543199727939,0.5969946603796648,0.6993017162577662,0.6613579081413088,lower,higher,lower
mixtral,surprisal_max,correct,0.5084735221010592,0.5046595918808212,0.0038139302202380154,0.5084735221010592,0.5019473615426706,0.5073718222189718,higher,higher,lower
mixtral,surprisal_mean,incorrect,0.6052347765335835,0.5725041200484104,0.03273065648517304,0.5735856180744987,0.6052347765335835,0.5714226220223222,higher,lower,higher
mixtral,surprisal_p90,incorrect,0.6329216621719334,0.5894223070348699,0.04349935513706349,0.5817341245990282,0.6329216621719334,0.5971104894707117,higher,lower,higher
mixtral,surprisal_range,correct,0.5084735221010592,0.5046595918808212,0.0038139302202380154,0.5084735221010592,0.5019473615426706,0.5073718222189718,higher,higher,lower
mixtral,surprisal_slope,incorrect,0.6417367747356901,0.5951522852683595,0.046584489467330625,0.5861134411691534,0.6417367747356901,0.6041911293675656,lower,higher,lower
mixtral,surprisal_std,incorrect,0.5625598483516054,0.5446654575719686,0.017894390779636837,0.5518692936511606,0.5625598483516054,0.5374616214927767,higher,lower,higher
mixtral,surprisal_volatility,incorrect,0.589435795115431,0.558649702518384,0.03078609259704701,0.5574206676729596,0.589435795115431,0.5598787373638083,lower,higher,lower
mixtral,topk_mass_mean,format_failure,0.6160085607602703,0.5525763552648821,0.0634322054953882,0.5011938336756867,0.6039588768540775,0.6160085607602703,lower,lower,higher
mixtral,topk_mass_std,format_failure,0.613628145276955,0.5520835834072758,0.06154456186967916,0.5038019391953924,0.6003652276191592,0.613628145276955,higher,higher,lower
mixtral,warning_density_per_100t,format_failure,0.5872209559177051,0.5509762776491344,0.036244678268570696,0.5523170500804696,0.5496355052177991,0.5872209559177051,higher,higher,lower
qwen,attention_collapse_detected,incorrect,0.500170998632011,0.5001533611177699,1.763751424110893e-05,0.5001658374792703,0.500170998632011,0.5001408847562694,lower,higher,lower
qwen,attn_entropy_norm_mean,format_failure,0.7080991704829406,0.6084488687919196,0.09965030169102096,0.5972574461028193,0.6196402914810201,0.7080991704829406,higher,lower,higher
qwen,attn_entropy_norm_std,format_failure,0.6821856644341852,0.5446193315418439,0.13756633289234121,0.5617570812603648,0.527481581823323,0.6821856644341852,higher,lower,lower
qwen,collapsed_rate_mean,format_failure,0.689209775853901,0.5156414570487088,0.1735683188051922,0.5209666334991707,0.5103162805982469,0.689209775853901,higher,higher,lower
qwen,collapsed_rate_mean_zscore,format_failure,0.689209775853901,0.5156414570487088,0.1735683188051922,0.5209666334991707,0.5103162805982469,0.689209775853901,higher,higher,lower
qwen,compound_density_per_100t,correct,0.6685598673300166,0.6409514393384108,0.02760842799160579,0.6685598673300166,0.6279700265191175,0.6539328521577041,higher,lower,lower
qwen,concentration_max_mean,format_failure,0.7594493418669243,0.5444894578078029,0.21495988405912136,0.5257653067993366,0.5632136088162691,0.7594493418669243,lower,higher,lower
qwen,concentration_min_mean,format_failure,0.767979836449828,0.5405837993817821,0.2273960370680459,0.5644746932006633,0.5166929055629008,0.767979836449828,higher,lower,lower
qwen,cs_confident_repetition_risk,incorrect,0.524392620501494,0.5220723152341982,0.0023203052672958746,0.523575456053068,0.524392620501494,0.5205691744153282,higher,lower,higher
qwen,cs_degenerating_generation,incorrect,0.500170998632011,0.5001533611177699,1.763751424110893e-05,0.5001658374792703,0.500170998632011,0.5001408847562694,lower,higher,lower
qwen,early10_entropy_mean,format_failure,0.5839378992379838,0.5791901364914354,0.004747762746548423,0.5765402321724711,0.5818400408103998,0.5839378992379838,lower,higher,lower
qwen,early10_entropy_slope,format_failure,0.5601577909270217,0.5478350913128924,0.01232269961412924,0.5454667993366501,0.5502033832891348,0.5601577909270217,higher,lower,higher
qwen,early10_margin_mean,correct,0.5322327031509121,0.5230522372281529,0.009180465922759229,0.5322327031509121,0.5312960932066734,0.5148083812496324,higher,lower,higher
qwen,early10_margin_slope,incorrect,0.5172842360277877,0.5151415545792907,0.0021426814484970524,0.5169114427860697,0.5172842360277877,0.5133716663725116,lower,higher,lower
qwen,early10_surprisal_mean,format_failure,0.6045442300725479,0.5799047901817935,0.024639439890754344,0.5756195024875622,0.584190077876025,0.6045442300725479,lower,higher,lower
qwen,early10_surprisal_slope,incorrect,0.5303240758431474,0.5264865884789005,0.0038374873642469387,0.5297024212271974,0.5303240758431474,0.5232707557306036,higher,lower,higher
qwen,early25p_entropy_mean,incorrect,0.5185545456977125,0.5168786329321503,0.0016759127655622263,0.5178961194029851,0.5185545456977125,0.5158611464613155,lower,higher,lower
qwen,early25p_entropy_slope,format_failure,0.5942127849577059,0.5346015238440639,0.05961126111364201,0.5441217955499136,0.5250812521382142,0.5942127849577059,lower,higher,higher
qwen,early25p_margin_mean,format_failure,0.5281846921745484,0.5072468106389694,0.020937881535579073,0.5053397014925374,0.5091539197854015,0.5281846921745484,lower,higher,lower
qwen,early25p_margin_slope,format_failure,0.5645139285094138,0.5417730293716081,0.022740899137805748,0.5492503048040972,0.5342957539391191,0.5645139285094138,higher,lower,lower
qwen,early25p_surprisal_mean,correct,0.5325842786069652,0.5233748635594122,0.009209415047553016,0.5325842786069652,0.5316564799883836,0.5150932471304408,lower,higher,lower
qwen,early25p_surprisal_slope,format_failure,0.5936794582392777,0.5274196929011055,0.06625976533817224,0.5365158514158832,0.5183235343863277,0.5936794582392777,lower,higher,higher
qwen,early50p_entropy_mean,incorrect,0.5633810250747044,0.5529563965310262,0.010424628543678205,0.5630760862354892,0.5633810250747044,0.5428367068265632,lower,higher,lower
qwen,early50p_entropy_slope,correct,0.5966840464344941,0.5616269102486098,0.03505713618588435,0.5966840464344941,0.5804140173023867,0.5428398031948327,lower,higher,higher
qwen,early50p_margin_mean,correct,0.5377950248756218,0.5228964110190346,0.014898613856587195,0.5377950248756218,0.5355918367736857,0.5102009852643834,higher,lower,higher
qwen,early50p_margin_slope,correct,0.5977889220563848,0.5503805007689677,0.04740842128741707,0.5977889220563848,0.5856925253536519,0.5150684761842834,higher,lower,lower
qwen,early50p_surprisal_mean,correct,0.5674005970149254,0.5546619081130593,0.012738688901866135,0.5674005970149254,0.5671683104188798,0.5421555058072387,lower,higher,lower
qwen,early50p_surprisal_slope,correct,0.577534991708126,0.5553725457847923,0.022162445923333718,0.577534991708126,0.5623163436480219,0.5484287479215628,lower,higher,higher
qwen,entropy_diff_std,incorrect,0.6105014176646364,0.606955924088696,0.0035454935759403616,0.6039180099502487,0.6105014176646364,0.6099938382271434,lower,higher,lower
qwen,entropy_early_late_delta,format_failure,0.5600365783722625,0.547740161422775,0.012296416949487465,0.5453724400007477,0.5501078828448025,0.5600365783722625,lower,higher,lower
qwen,entropy_max,correct,0.6923544941956883,0.621619461502804,0.07073503269288428,0.6923544941956883,0.6825021112121605,0.5607368117934475,lower,higher,lower
qwen,entropy_mean,incorrect,0.6147830705622511,0.5996746149663746,0.01510845559587648,0.6126710447761194,0.6147830705622511,0.5866781851566298,lower,higher,lower
qwen,entropy_p90,incorrect,0.6229597188362157,0.6020469062784319,0.020912812557783766,0.6226531343283582,0.6229597188362157,0.5814406782285058,lower,higher,lower
qwen,entropy_range,correct,0.6923544941956883,0.621619461502804,0.07073503269288428,0.6923544941956883,0.6825021112121605,0.5607368117934475,lower,higher,lower
qwen,entropy_range_approx,correct,0.6873117081260365,0.6095750883945339,0.07773661973150259,0.6873117081260365,0.6753504994306414,0.5437996773584264,lower,higher,lower
qwen,entropy_slope,correct,0.5900290547263681,0.5448037837011555,0.04522527102521268,0.5900290547263681,0.5794685095033206,0.5101390578989903,lower,higher,higher
qwen,entropy_std,incorrect,0.6481593286918509,0.6274301801474762,0.020729148544374687,0.6459409618573797,0.6481593286918509,0.6089193984375726,lower,higher,lower
qwen,failure_risk,correct,0.5321233830845771,0.519034843111472,0.013088539973105107,0.5321233830845771,0.52724323456809,0.510826451654854,higher,lower,lower
qwen,failure_risk_is_zero,correct,0.5318235489220564,0.5162877353767014,0.015535813545355048,0.5318235489220564,0.5279262737965135,0.5046491969568893,lower,higher,higher
qwen,focused_head_mean,format_failure,0.7198529844345567,0.5224298617470111,0.19742312268754558,0.5057602653399669,0.5390994581540554,0.7198529844345567,lower,higher,lower
qwen,focused_head_mean_zscore,format_failure,0.7198529844345567,0.5224298617470111,0.19742312268754558,0.5057602653399669,0.5390994581540554,0.7198529844345567,lower,higher,lower
qwen,focused_head_rate,format_failure,0.7198529844345567,0.5224298617470111,0.19742312268754558,0.5057602653399669,0.5390994581540554,0.7198529844345567,lower,higher,lower
qwen,hidden_max_abs_last_layer_mean,format_failure,0.531290349549014,0.5069920183618536,0.024298331187160405,0.5048193698175788,0.5091646669061284,0.531290349549014,higher,lower,higher
qwen,hidden_max_abs_last_layer_mean_zscore,format_failure,0.531290349549014,0.5069920183618536,0.024298331187160405,0.5048193698175788,0.5091646669061284,0.531290349549014,higher,lower,higher
qwen,hidden_std_last_layer_mean,format_failure,0.5349657386850963,0.5303334839393761,0.004632254745720266,0.5290900165837479,0.5315769512950042,0.5349657386850963,lower,higher,lower
qwen,hidden_std_last_layer_mean_zscore,format_failure,0.5349657386850963,0.5303334839393761,0.004632254745720266,0.5290900165837479,0.5315769512950042,0.5349657386850963,lower,higher,lower
qwen,high_entropy_frac,correct,0.5048867661691543,0.5032776790936528,0.0016090870755014475,0.5048867661691543,0.5046866999365681,0.5018686582507377,lower,higher,lower
qwen,high_entropy_steps,correct,0.5049201990049752,0.5032802159993915,0.0016399830055836562,0.5049201990049752,0.504713448325933,0.5018469836728501,lower,higher,lower
qwen,l2_norm_cross_layer_max,format_failure,0.5978390445846067,0.5526771129257431,0.04516193165886362,0.5633907794361526,0.5419634464153337,0.5978390445846067,lower,higher,higher
qwen,l2_norm_cross_layer_max_zscore,format_failure,0.5978390445846067,0.5526771129257431,0.04516193165886362,0.5633907794361526,0.5419634464153337,0.5978390445846067,lower,higher,higher
qwen,l2_norm_last_layer_mean,format_failure,0.5347149328552541,0.5307114210411057,0.004003511814148375,0.529508192371476,0.5319146497107353,0.5347149328552541,lower,higher,lower
qwen,l2_norm_last_layer_mean_zscore,format_failure,0.5347149328552541,0.5307114210411057,0.004003511814148375,0.529508192371476,0.5319146497107353,0.5347149328552541,lower,higher,lower
qwen,l2_norm_slope,correct,0.6656318407960199,0.5943318576131171,0.07129998318290276,0.6656318407960199,0.6418605606462411,0.5468031545799931,lower,higher,higher
qwen,late50p_entropy_mean,incorrect,0.6008774904661098,0.5881789847501397,0.012698505715970088,0.5987815588723051,0.6008774904661098,0.5775764106279744,lower,higher,lower
qwen,late50p_margin_mean,incorrect,0.5900119125862635,0.5796594448753942,0.010352467710869284,0.587737048092869,0.5900119125862635,0.5715818416579196,higher,lower,higher
qwen,late50p_surprisal_mean,incorrect,0.606344192542549,0.5906398036391077,0.01570438890344128,0.6050934660033167,0.606344192542549,0.5761861412748988,lower,higher,lower
qwen,margin_diff_std,format_failure,0.5458835332039051,0.5342131739076097,0.011670359296295452,0.5322873631840797,0.5361389846311397,0.5458835332039051,lower,higher,lower
qwen,margin_early_late_delta,format_failure,0.5849687688897844,0.5546653600873905,0.030303408802393905,0.5506306364046648,0.5587000837701164,0.5849687688897844,higher,lower,higher
qwen,margin_mean,incorrect,0.5910008865180475,0.5774885602184858,0.013512326299561672,0.5899611276948591,0.5910008865180475,0.5650159927421127,higher,lower,higher
qwen,margin_min,correct,0.5647341956882256,0.5548242899315666,0.009909905756658954,0.5647341956882256,0.5488931898600677,0.5607553900030655,higher,lower,lower
qwen,margin_p90,incorrect,0.5001709986320109,0.5001533611177699,1.763751424099791e-05,0.5001658374792703,0.5001709986320109,0.5001408847562694,higher,lower,higher
qwen,margin_range,correct,0.5647341956882257,0.5548242899315665,0.009909905756659176,0.5647341956882257,0.5488931898600677,0.5607553900030654,lower,higher,higher
qwen,margin_slope,correct,0.6050425207296849,0.5498702999312552,0.05517222079842965,0.6050425207296849,0.5952400285825646,0.5045005712799457,higher,lower,higher
qwen,margin_std,incorrect,0.5907353132236395,0.5761941685107388,0.014541144712900689,0.5901404975124378,0.5907353132236395,0.5622478395090399,lower,higher,lower
qwen,max_compound_severity,incorrect,0.5240601762336738,0.521774106908415,0.002286069325258877,0.5232530679933665,0.5240601762336738,0.5202951458234636,higher,lower,higher
qwen,n_compound_signals,incorrect,0.5242216218694831,0.5219189541164282,0.0023026677530548767,0.5234096185737976,0.5242216218694831,0.5204282896590589,higher,lower,higher
qwen,n_warning_signals,correct,0.5321700829187397,0.5169248775566406,0.015245205362099057,0.5321700829187397,0.5280626428172932,0.505787112295988,higher,lower,lower
qwen,perplexity_max,correct,0.6923544941956883,0.621619461502804,0.07073503269288428,0.6923544941956883,0.6825021112121605,0.5607368117934475,lower,higher,lower
qwen,perplexity_mean,incorrect,0.6344593768389517,0.616888400294916,0.01757097654403572,0.6319326036484245,0.6344593768389517,0.6018441969414074,lower,higher,lower
qwen,risk_score,incorrect,0.5706112102499828,0.5641811489889379,0.00643006126104495,0.5681270978441127,0.5706112102499828,0.5602352001337632,lower,higher,lower
qwen,risk_score_is_zero,format_failure,0.5019723865877712,0.5005226926453411,0.001449693942430108,0.5003900497512437,0.5006553355394385,0.5019723865877712,lower,higher,lower
qwen,surprisal_diff_std,incorrect,0.6206892104639699,0.6101317739320268,0.010557436531943076,0.6162642786069652,0.6206892104639699,0.6039992692570884,lower,higher,lower
qwen,surprisal_early_late_delta,format_failure,0.5637316139431796,0.5456110788730537,0.018120535070125898,0.5428290645537743,0.5483930931923331,0.5637316139431796,lower,higher,lower
qwen,surprisal_max,correct,0.660738175787728,0.6100035973513364,0.05073457843639162,0.660738175787728,0.6547434924989874,0.5652637022036853,lower,higher,lower
qwen,surprisal_mean,incorrect,0.6205368401745524,0.6035097566025008,0.017027083572051516,0.618799336650083,0.6205368401745524,0.5882201765549187,lower,higher,lower
qwen,surprisal_p90,correct,0.6151193366500829,0.5905492714811088,0.024570065168974087,0.6151193366500829,0.6139708270601991,0.5671277159020185,lower,higher,lower
qwen,surprisal_range,correct,0.660738175787728,0.6100035973513364,0.05073457843639162,0.660738175787728,0.6547434924989874,0.5652637022036853,lower,higher,lower
qwen,surprisal_slope,correct,0.5933978109452737,0.5436788666318935,0.0497189443133802,0.5933978109452737,0.5834640501646937,0.5038936830990931,lower,higher,higher
qwen,surprisal_std,incorrect,0.6428000978226811,0.6241169605476006,0.01868313727508053,0.6401257711442786,0.6428000978226811,0.6081081499509225,lower,higher,lower
qwen,surprisal_volatility,incorrect,0.5688202336612231,0.5659902319757419,0.0028300016854811982,0.5649956954922436,0.5688202336612231,0.5669847684592403,higher,lower,higher
qwen,topk_mass_mean,incorrect,0.6763678935261256,0.6533291205422176,0.023038772983907996,0.6730499502487562,0.6763678935261256,0.6336082908356788,higher,lower,higher
qwen,topk_mass_std,incorrect,0.6749676631078572,0.6511844059684486,0.023783257139408542,0.6720597014925374,0.6749676631078572,0.6303091104443599,lower,higher,lower
qwen,warning_density_per_100t,correct,0.5643380431177446,0.5455040609975926,0.01883398212015197,0.5643380431177446,0.5518715752508617,0.5391365467443235,higher,lower,lower
